"","nfi_plot","meas_date","time_step","meas_year"
"665",1334961,2014-07-20,"t2",2014
"666",1334976,2003-07-26,"t1",2003
"667",1334976,2014-07-18,"t2",2014
"668",1334986,2003-07-22,"t1",2003
"669",1334986,2014-08-09,"t2",2014
"670",1335001,2003-07-21,"t1",2003
"671",1335001,2014-08-17,"t2",2014
"672",1335381,2003-07-31,"t1",2003
"673",1335381,2013-08-07,"t2",2013
"674",1341751,2003-07-28,"t1",2003
"675",1341751,2017-08-11,"t2",2017
"676",1341776,2003-07-27,"t1",2003
"677",1341776,2017-08-10,"t2",2017
"678",1342331,2003-06-07,"t1",2003
"679",1342331,2009-06-04,"t2",2009
"680",1342331,2019-09-16,"t3",2019
"681",1342351,2004-08-09,"t1",2004
"682",1342351,2009-08-05,"t2",2009
"683",1342351,2019-09-17,"t3",2019
"684",1348646,2003-07-26,"t1",2003
"685",1348646,2017-08-08,"t2",2017
"686",1348666,2005-06-27,"t1",2005
"687",1348666,2017-07-19,"t2",2017
"688",1348741,2003-07-18,"t1",2003
"689",1348741,2014-08-15,"t2",2014
"690",1348746,2003-06-24,"t1",2003
"691",1348746,2009-08-04,"t2",2009
"692",1348746,2014-07-16,"t3",2014
"693",1348756,2009-08-05,"t1",2009
"694",1348756,2014-08-30,"t2",2014
"695",1349216,2003-06-05,"t1",2003
"696",1349216,2009-06-05,"t2",2009
"697",1355561,2002-06-29,"t1",2002
"698",1355561,2017-07-18,"t2",2017
"699",1355591,2003-06-17,"t1",2003
"700",1355591,2014-07-28,"t2",2014
"701",1355646,2003-07-08,"t1",2003
"702",1355646,2013-09-15,"t2",2013
"703",1355666,2003-07-16,"t1",2003
"704",1355666,2016-07-22,"t2",2016
"705",1356096,2003-07-07,"t1",2003
"706",1356096,2014-07-08,"t2",2014
"707",1356106,2003-06-16,"t1",2003
"708",1356106,2014-06-17,"t2",2014
"709",1362461,2002-08-11,"t1",2002
"710",1362461,2014-07-29,"t2",2014
"711",1362476,2004-07-29,"t1",2004
"712",1362476,2013-08-28,"t2",2013
"713",1362486,2003-07-07,"t1",2003
"714",1362486,2013-08-30,"t2",2013
"715",1369366,2003-07-03,"t1",2003
"716",1369366,2013-08-27,"t2",2013
"717",1369371,2002-07-16,"t1",2002
"718",1369371,2009-08-06,"t2",2009
"719",1369371,2013-08-28,"t3",2013
"720",1369386,2002-07-18,"t1",2002
"721",1369386,2013-08-22,"t2",2013
"722",1369431,2002-07-15,"t1",2002
"723",1369431,2016-07-23,"t2",2016
"724",1376271,2002-07-17,"t1",2002
"725",1376271,2013-08-31,"t2",2013
"726",1376296,2002-07-12,"t1",2002
"727",1376296,2013-08-23,"t2",2013
"728",1376306,2004-07-01,"t1",2004
"729",1376306,2014-09-09,"t2",2014
"730",1383116,2004-06-20,"t1",2004
"731",1383116,2013-08-07,"t2",2013
"732",1383146,2003-07-05,"t1",2003
"733",1383146,2013-09-14,"t2",2013
"734",1383151,2003-07-01,"t1",2003
"735",1383151,2009-08-07,"t2",2009
"736",1383151,2013-07-25,"t3",2013
"737",1396871,2003-06-26,"t1",2003
"738",1396871,2013-08-09,"t2",2013
"739",1396896,2003-07-07,"t1",2003
"740",1396896,2013-09-12,"t2",2013
"741",1396931,2001-10-04,"t1",2001
"742",1396931,2009-08-19,"t2",2009
"743",1396931,2013-07-23,"t3",2013
"744",1396936,2003-07-24,"t1",2003
"745",1396936,2013-07-19,"t2",2013
"746",1403851,2000-08-20,"t1",2000
"747",1403851,2016-07-24,"t2",2016
"748",1403871,2003-07-20,"t1",2003
"749",1403871,2016-07-20,"t2",2016
"750",1410631,2003-07-08,"t1",2003
"751",1410631,2013-08-10,"t2",2013
"752",1410686,2003-07-02,"t1",2003
"753",1410686,2013-07-21,"t2",2013
"754",1410696,2002-06-18,"t1",2002
"755",1410696,2013-07-17,"t2",2013
"756",1410756,2000-08-16,"t1",2000
"757",1410756,2016-07-19,"t2",2016
"758",1417516,2004-06-21,"t1",2004
"759",1417516,2013-08-12,"t2",2013
"760",1417521,2004-06-24,"t1",2004
"761",1417521,2013-08-13,"t2",2013
"762",1417526,2003-08-27,"t1",2003
"763",1417526,2013-08-24,"t2",2013
"764",1417536,2004-06-14,"t1",2004
"765",1417536,2013-08-17,"t2",2013
"766",1417566,2002-07-11,"t1",2002
"767",1417566,2009-08-20,"t2",2009
"768",1417566,2013-07-07,"t3",2013
"769",1417576,2004-06-18,"t1",2004
"770",1417576,2009-08-21,"t2",2009
"771",1417576,2013-07-09,"t3",2013
"772",1424411,2000-08-30,"t1",2000
"773",1424411,2013-08-15,"t2",2013
"774",1424421,2003-06-30,"t1",2003
"775",1424421,2013-09-13,"t2",2013
"776",1424471,2002-06-23,"t1",2002
"777",1424471,2014-07-09,"t2",2014
"778",1431326,2001-05-24,"t1",2001
"779",1431326,2009-08-18,"t2",2009
"780",1431326,2013-06-23,"t3",2013
"781",1431371,2002-07-06,"t1",2002
"782",1431371,2015-07-31,"t2",2015
"783",1438251,2003-07-18,"t1",2003
"784",1438251,2015-08-02,"t2",2015
"785",1445086,2003-07-22,"t1",2003
"786",1445086,2014-07-02,"t2",2014
"787",1445106,2003-07-21,"t1",2003
"788",1445106,2009-08-17,"t2",2009
"789",1445106,2014-07-03,"t3",2014
"790",1445171,2003-08-20,"t1",2003
"791",1445171,2016-07-18,"t2",2016
"792",1452016,2004-07-26,"t1",2004
"793",1452016,2015-08-04,"t2",2015
"794",1458736,2002-06-29,"t1",2002
"795",1458736,2009-08-26,"t2",2009
"796",1458736,2016-07-01,"t3",2016
"797",1458861,2000-07-24,"t1",2000
"798",1458861,2014-06-26,"t2",2014
"799",1458951,2001-05-26,"t1",2001
"800",1458951,2016-07-12,"t2",2016
"801",1465761,2002-06-20,"t1",2002
"802",1465761,2015-08-05,"t2",2015
"803",1465781,2003-07-16,"t1",2003
"804",1465781,2015-07-14,"t2",2015
"805",1465841,2001-05-28,"t1",2001
"806",1465841,2016-07-03,"t2",2016
"807",1472691,2001-05-30,"t1",2001
"808",1472691,2016-07-09,"t2",2016
"809",1472701,2000-09-11,"t1",2000
"810",1472701,2016-07-07,"t2",2016
"811",1479401,2001-06-06,"t1",2001
"812",1479401,2009-08-25,"t2",2009
"813",1479401,2016-06-27,"t3",2016
"814",1479406,2002-07-06,"t1",2002
"815",1479406,2016-06-29,"t2",2016
"816",1479566,2004-07-28,"t1",2004
"817",1479566,2015-07-22,"t2",2015
"818",1479586,2002-07-09,"t1",2002
"819",1479586,2016-06-30,"t2",2016
"820",1486291,2002-07-16,"t1",2002
"821",1486291,2016-08-12,"t2",2016
"822",1486426,2003-08-21,"t1",2003
"823",1486426,2015-07-15,"t2",2015
"824",1486451,2000-09-08,"t1",2000
"825",1486451,2016-07-11,"t2",2016
"826",1486476,2000-09-12,"t1",2000
"827",1486476,2016-07-01,"t2",2016
"828",1493241,2001-10-01,"t1",2001
"829",1493241,2009-08-28,"t2",2009
"830",1493241,2016-08-07,"t3",2016
"831",1493316,2003-06-20,"t1",2003
"832",1493316,2015-07-19,"t2",2015
"833",1493381,2004-07-30,"t1",2004
"834",1493381,2016-07-05,"t2",2016
"835",1500046,2003-07-09,"t1",2003
"836",1500046,2016-08-05,"t2",2016
"837",1500051,2005-07-03,"t1",2005
"838",1500051,2016-08-11,"t2",2016
"839",1500066,2002-07-17,"t1",2002
"840",1500066,2016-08-04,"t2",2016
"841",1500201,2002-07-12,"t1",2002
"842",1500201,2015-07-20,"t2",2015
"843",1500241,2004-07-29,"t1",2004
"844",1500241,2016-07-06,"t2",2016
"845",1506946,2000-08-24,"t1",2000
"846",1506946,2016-06-22,"t2",2016
"847",1506996,2005-05-10,"t1",2005
"848",1506996,2016-08-09,"t2",2016
"849",1507026,2001-08-23,"t1",2001
"850",1507026,2013-09-05,"t2",2013
"851",1507036,2003-07-15,"t1",2003
"852",1507036,2013-09-10,"t2",2013
"853",1507051,2002-07-04,"t1",2002
"854",1507051,2015-08-08,"t2",2015
"855",1507066,2003-06-03,"t1",2003
"856",1507066,2015-08-09,"t2",2015
"857",1507071,2003-06-27,"t1",2003
"858",1507071,2015-07-24,"t2",2015
"859",1513916,2002-07-03,"t1",2002
"860",1513916,2015-08-13,"t2",2015
"861",1520716,2001-10-30,"t1",2001
"862",1520716,2016-06-20,"t2",2016
"863",1534491,2000-06-22,"t1",2000
"864",1534491,2009-08-24,"t2",2009
"865",1534491,2016-06-21,"t3",2016
