bark_thickness,bud_burst_mean,clonal_growth_form,coarse_root_depth,cold_tolerance,cone_serotiny,dispersal_distance,dispersal_syndrome,drought_tolerance,bud_burst_early,fire_resistance,fire_tolerance,foliage,bud_burst_late,leaf_dry_matter_content,leaf_flammability,leaf_force_punch,leaf_photosyn_rate,leaf_text_coarse,leaf_thickness,leaf_length,max_height,plant_height_veg,resprout_ability,shade_tolerance,specific_leaf_area,waterlogging_tolerance,wood_density,water_potential_50_loss_stem,xylem_conductance,low_branch_height,hydraulic_safety_margin_50,hydraulic_safety_margin_88,leaf_mass_area,min_midday_xylem,seed_bank_longevity,slope_vulnerability_curve,stem_conduit_diam,water_potential_12_loss_stem,water_potential_88_loss_stem,deg_self_pruning,photosynth_water_effic,specific_leaf_conduct,stem_conduit_dens,stomatal_conductance,seedbank_duration,leaf_toughness,min_predawn_xylem,stem_xylem_vulnerability_p50,leaf_texture,photosyn_rate_per_leaf_area,plant_height_gen,leaf_water_content,seedbank_density,stomata_density,relative_growth_rate,water_use_effic,time_step
20.785292964875524,0.24832968027360927,0.0903017019176761,0,-8.940069832006172,0,0,6.000000000000001,0.26306970380471284,0.22575425479419026,0,0,2.5541191460937074,0.2709051057530283,0.06245811866170728,0,0.5616161903836971,1.9745420358110817,0.14862695130209763,0.03516268324609418,0,27.058852060996163,29.070675270809936,0.14862695130209763,0.18604717709613372,15.316654176372488,0.35205915009991606,0.03268612676914115,-3.9413536141073657,0,0,0.09009615420817797,0.1197275803628649,12.314677200077876,-0.16318648066754618,0.0903017019176761,5.960209486459273,4.861475716870258,-0.13244561007252986,-0.4400142140245322,0,0.10823284043715826,2.474266632544325e-6,37.645640065881274,54.13339160092018,0,0,-0.010347610034325959,-0.11318089459009048,0,0,17.87883402265595,0,0,0,0.06290159310886814,0,t1
0.0207084444444444,0.055,0.02,0,-0.5667,0,0,0.18,0.0177,0.05,0,0,0,0.06,0.0036936596393372,0,0.0454056331348139,0.142482808459476,0.01,0.0016,0,0.12,0.130587395104895,0.01,0.0121,25.332513377806897,0.0177,0.0019885721730734398,-0.022703125,0,0,0.0073,0.0076100000000000004,0.821902187275229,-0.0201,0.02,0.208240496100773,0.236778846153846,-0.008135,-0.040045000000000004,0,0.0239713844011111,5.48e-7,0,3.3209555356871,0,0,0,-0.0250672782874618,0,0,22.560000000000002,0,0,0,0.05181622822399997,0,t1
0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0587861978461538,0,t1
8.828814459741695,0,0,0,0,0,0,6,0,0,0,0,2.179954187590542,0,0,0,0,0,0,0,0,19.982913386246636,21.97393785653931,0,0,16.166059556132296,0,2.3979496063495962e-4,-3.1246010022131103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.259679313133795,0,0,0,0.0697559672248626,0,t1
4.971891105334604,1.0404852024920512,0.2601213006230128,0,-13.58353431853373,0,16.47434903945747,6,0.5254450272584859,1.0404852024920512,0,0,0.7185236460683166,1.0404852024920512,0.08907073575933204,0,0.5269506529883197,2.8871558584161656,0.2601213006230128,0.054625473130832686,0,11.788892768086491,11.234843961097727,0.2601213006230128,0.4005868029594397,19.516407025468418,0.325151625778766,0.06317434930385284,-1.6182039543355673,0,0.6802979284293729,0,0,123.18094312939456,0,0,21.8700137636361,0,-0.3386779334111627,-0.6544651923675002,0,0,4.4082756816581974e-5,0,67.0649124261394,0,0,0,0,0,0,5.029665522478217,0,572266.8613706282,21.894632087615406,0.04711034566519474,0,t1
12.15,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,27.5,30.23999951232,0,0,15.1,0,3.3e-4,-4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0.073882528,0,t1
0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0587861978461538,0,t1
1.581546224885137,0,0,0,0,0,0,0.781010481424759,0,0,0,0,0.3905052407123795,0,0,0,0,0,0,0,0,3.579631373196812,3.9362927629002535,0,0,24.755130609364198,0,4.295557647836175e-5,-0.5597241783544106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.174578966073017,0,0,0,0.0565665381258386,0,t1
8.184994753410283,0,0,0,0,0,0,6,0,0,0,0,2.0209863588667365,0,0,0,0,0,0,0,0,18.525708289611753,20.371542168845163,0,0,16.37271773347324,0,2.2230849947534102e-4,-2.8967471143756556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.146904512067156,0,0,0,0.06895602361611106,0,t1
0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0587861978461538,0,t1
12.15,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,27.5,30.23999951232,0,0,15.1,0,3.3e-4,-4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0.073882528,0,t1
0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0587861978461538,0,t1
0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0587861978461538,0,t1
0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0587861978461538,0,t1
93.90935407588225,0,0,0,-57.39441509231255,0,0,6.000000000000001,1.6472857907149865,0,0,1,0.20799018522883672,0,0.4117563007830686,0,3.2073337057603877,11.973068755677005,0.9306699382570545,0.25128088332940474,0,29.82667484564264,26.700156970173968,0.9306699382570545,1.1819508215864591,15.850093232978976,2.4476619376160533,0.21072306292950382,-1.8985484100126846,0,0,0.513884734113704,0.7678026990620699,77.38233752553212,-0.6514689567799381,0,45.150039250106836,34.109053237121046,-0.8608696928877754,-2.3313281953339215,0,0,0,338.58703023729896,352.0183473643519,0,0,-0.09306699382570545,0,0,0,1.4559312966018572,0,0,0,0.0051222802279649055,0,t1
2.630835720471895,4.981250467962237,1.8113638065317226,0,-51.77668639532513,0,0,5.829777773054275,1.616021076108778,4.528409516329306,0,1,0.005647886515685473,5.434091419595168,0.3377685833443623,0,4.137547677914308,12.998637934472551,0.9130062576885752,0.14688668021667056,0,11.139685764932205,12.077624731068395,0.9130062576885752,1.1051770330685389,16.49369862419819,1.622320020912312,0.18176021069155834,-2.076871596442541,0,0,0.6651920523073228,0.6952665207840594,75.04719122737941,-1.8255476736602807,1.8113638065317226,19.215294820631904,21.713069193363445,-0.7435472561477885,-3.64515068945704,0,2.171044904831588,4.9631368298969196e-5,2.664673382527556,303.5433106109072,0,0,-7.324354422713933e-4,-2.2702980309083403,0,0,0.03953520560979831,0,0,0,1.3909337787865146e-4,0,t1
0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0587861978461538,0,t1
0,0,0,0,0,0,0,4.5492158498664175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.740940980160296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.682237921356531,0,0,0,0.057622920399719654,0,t1
0,0,0,0,0,0,0,0.5743488416189755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.51078139005723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.250467036992347,0,0,0,0.05443576596131223,0,t1
30.203552333480012,1.1247125268396503,0.38773077832583847,0,-26.121619687209026,0,2.961612913142114,6,0.798559753330887,1.0394704095469094,0,0,1.666323430437003,1.209954644132391,0.1795532100875207,0,1.6522030878208516,5.872507529203665,0.44455885652099897,0.09847188690697424,0,25.075057827215076,25.749850423872942,0.44455885652099897,0.5669865171783561,16.22949263672622,0.958041364272985,0.09689068892088167,-3.272110638536947,0,0.12229795088077185,0.2499677284782889,0.31727116056358107,55.0568364846838,-0.5017919304632671,0.34096846917096296,18.509481786106797,12.36770229866772,-0.4098373406770309,-1.3697754307467356,0,0.40867431215777766,1.7267344587761136e-5,82.69849251272537,154.6524302676763,0,0,-0.0227312312780642,-0.4273575751979184,0,0,11.66426401305902,0,102877.08014072612,3.9360235092671605,0.041037395835439305,0,t1
0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0587861978461538,0,t1
0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0587861978461538,0,t1
1.6101822626911537,4.276517470232878,1.5550972619028645,0,-44.06368091601767,0,0,5.958129804107519,1.376261076784035,3.8877431547571613,0,1,0,4.665291785708593,0.2871999995767201,0,3.5305087881457533,11.078731265178071,0.7775486309514322,0.12440778095222917,0,9.330583571417186,10.153805028332487,0.7775486309514322,0.940833843451233,17.86460212916128,1.376261076784035,0.15462115707213678,-1.7652783762069235,0,0,0.5676105005945455,0.5917145081540399,63.9068920491842,-1.5628727482123785,1.5550972619028645,16.19171126518031,18.410706766518274,-0.6325358112789902,-3.1136934926450106,0,1.8638917123094456,4.260966497613848e-5,0,258.22044302240846,0,0,0,-1.9491027914094483,0,0,0,0,0,0,0.01184637538224057,0,t1
0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0587861978461538,0,t1
0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0587861978461538,0,t1
7.946992133333333,2.2935,0.834,0,-23.63139,0,0,6,0.73809,2.085,0,0,1.749,2.502,0.15402560696036124,0,1.8934149017217394,5.9415331127601485,0.417,0.06672,0,21.036500000000004,23.07541409155668,0.417,0.50457,16.330707854547562,0.73809,0.08311584961716244,-3.4536203125000005,0,0,0.30440999999999996,0.317337,34.27332120937705,-0.8381699999999999,0.834,8.683628687402233,9.873677884615377,-0.33922949999999996,-1.6698765,0,0.9996067295263329,2.2851599999999996e-5,0,138.48384583815206,0,0,0,-1.0453055045871569,0,0,12.243000000000002,0,0,0,0.04307351382400001,0,t1
0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0587861978461538,0,t1
0,0,0,0,0,0,0,5.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.072000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23500000000000001,0,0,0,0.058738088245025605,0,t1
67.63822164444444,0.40149999999999997,0.146,0,-43.60571,0,0,6,1.26201,0.365,0,1,0.8610000000000001,0.43799999999999994,0.3101189153671616,0,2.5370696704216646,9.273724501754176,0.713,0.18448,0,27.9685,26.551500415730185,0.713,0.9011300000000001,15.83126927140314,1.81241,0.1595048868634361,-2.5004105902777796,0,0,0.40667654050511615,0.583553,59.21391382008754,-0.59473,0.146,32.56878406889308,25.184485576923073,-0.6513855000000001,-1.8955285,0,0.17499110612811103,4.0004e-6,232.8384,266.31777878829377,0,0,-0.064,-0.18299113149847113,0,0,6.027000000000001,0,0,0,0.021204285536000005,0,t1
8.000495872855296,2.264304045463054,0.8233832892592924,0,-23.33056550116205,0,0,6,0.7286942109944737,2.058458223148231,0,0,1.7649250661110616,2.4701498677778773,0.15206488116208777,0,1.8693119780721892,5.865898174613254,0.4116916446296462,0.06587066314074339,0,21.118779508240486,23.166618325356847,0.4116916446296462,0.4981468900018719,16.31504110478971,0.7286942109944737,0.0820619965970076,-3.4643946150407654,0,0,0.3005349005796417,0.31329734156316075,33.83702632040425,-0.8275002057055888,0.8233832892592924,8.573087231822067,9.747987258658684,-0.3349111529062172,-1.6486191909194183,0,0.9868818668142876,2.256070212570461e-5,0,136.720964622895,0,0,0,-1.0319989024554168,0,0,12.354475462777431,0,0,0,0.043465708538284124,0,t1
0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0587861978461538,0,t1
22.3810344827586,5,3,2,-46.1,0,30,5.71428571428572,2.02,5,0,0,3,5,0.50828275862069,0,0,3.96980563642857,1,0,4.4,9.28985065528802,18.5985917570499,0,4.83,13.464298882482,0.97,0.17299952642753,-2.03031379432108,0,0.986104210526316,1.83904,2.4373,1956.13066824561,-1.5,0,59.6846743796855,14.8092466320241,-2.11417457050638,-4.78090042949362,1,3.34034924144444,6.21e-5,2376.29849782772,81,0,0,0,0,0,0,0,0,0,0,0,0,t1
11.554687712089798,0.3248503870645586,0.11812741347802132,0,-3.3471402608997343,0,0,6,0.10454276092804887,0.2953185336950533,0,0,2.822808879782968,0.35438224043406397,0.021816122973153225,0,0.2681824999773753,0.8415562814201117,0.05906370673901066,0.009450193078241706,0,26.584512545545337,29.22521061016519,0.05906370673901066,0.0714670851542029,15.274316949166412,0.10454276092804887,0.012055753342752806,-4.180119132728165,0,0,0.04311650591947778,0.044947480828387114,4.854458975737555,-0.11871805054541142,0.11812741347802132,1.229945559288215,1.3985036331232081,-0.04804832543218517,-0.2365206136363682,0,0.14158388183953208,3.236691129297784e-6,0,19.61479438531169,0,0,0,-0.1480566373515813,0,0,19.759662158480776,0,0,0,0.06951875203307126,0,t1
14.914089347079038,4.810996563573883,0,2.88659793814433,-54.46048109965636,1,38.487972508591064,4.326609890930822,3.8872852233676976,4.810996563573883,0,0,2.88659793814433,4.810996563573883,0.5308261168384879,0,5.032302405498283,13.763274275866777,0.9621993127147767,0.5099656357388317,7.312714776632302,48.10996563573883,25.266904925544072,0.32073310423825857,1.6646048109965637,3.4983676975945017,2.597938144329897,0.19873080425475068,-2.2367959960298998,0,0,1.89553264604811,1.0982254295532645,0,-1.6357388316151202,0,79.29420739720936,23.873936615613747,-2.5141798165408753,-4.271571913090321,0,0,8.12577319587629e-5,1666.581682550833,0,0,0,0,0,0,0,0,0,0,0,0.0022221586814697315,79.38625429553264,t1
22.3810344827586,5,3,2,-46.1,0,30,5.71428571428572,2.02,5,0,0,3,5,0.50828275862069,0,0,3.96980563642857,1,0,4.4,9.28985065528802,18.5985917570499,0,4.83,13.464298882482,0.97,0.17299952642753,-2.03031379432108,0,0.986104210526316,1.83904,2.4373,1956.13066824561,-1.5,0,59.6846743796855,14.8092466320241,-2.11417457050638,-4.78090042949362,1,3.34034924144444,6.21e-5,2376.29849782772,81,0,0,0,0,0,0,0,0,0,0,0,0,t1
12.15,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,27.5,30.23999951232,0,0,15.1,0,3.3e-4,-4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0.073882528,0,t1
15.5,5,0,3,-56.6,1,40,4.26086956521739,4.04,5,0,0,3,5,0.55168,0,5.23,14.3039743367044,1,0.53,7.6,50,26.2595333333333,0.333333333333333,1.73,2.889375,2.7,0.206538085850473,-2.32467012444536,0,0,1.97,1.14137,0,-1.7,0,82.4093369735283,24.81184126837,-2.61295116647641,-4.43938366681887,0,0,8.445e-5,1732.05453436533,0,0,0,0,0,0,0,0,0,0,0,0,82.505,t1
14.023285372662132,4.395986300956932,0,2.637591780574159,-49.76256492683247,1,35.167890407655456,4.470961286623675,3.551956931173201,4.395986300956932,0,0,2.7353023582767872,4.395986300956932,0.48503554450238395,0,4.598201670800951,12.57601504667841,0.8791972601913863,0.4659745479014348,6.681899177454536,44.855543305176745,24.07223236792968,0.2930657533971285,1.5210112601310983,4.70855888901573,2.3738326025167433,0.1815984673684565,-2.183895432301563,0,0,1.732018602577031,1.0034893768646427,0,-1.4946353423253567,0,72.45406328131479,21.814502863454475,-2.2972995065799466,-3.9030939568055407,0,0,7.424820862316258e-5,1522.8176011160656,0,0,0,0,0,0,0,0.6839740439183967,0,0,0,0.007593224142920575,72.53816995209033,t1
17.181991160577617,5.720223023802265,2.9913827003431206,0.5250847537679526,-45.703972671280965,0,108.88173491736558,5.924987892318866,2.4306495980376157,5.720223023802265,0,0,2.9913827003431206,5.720223023802265,0.13471661420648473,0,0.009899161348188973,4.809855544214081,1,7.755569691191524e-4,3.0651079520218616,39.25441196335847,33.13126596438067,0.0028724332189598236,4.599398580771384,6.002145480066572,1.0114974986383265,0.2227785295333777,-3.0620363802530353,0,0.258894143286876,0.48441199409420804,0.6422642925849573,740.8145548207576,-0.3958242685792363,0,49.99396758356811,15.429378833663431,-3.028712155986564,-4.93307279567962,0,3.9409349610716933,1.630388160449493e-5,2539.465130539661,92.87258529943193,0,0,-2.872433218959824e-4,0,0,0,0,0,0,0,0,0,t1
6.100451676651402,2.314849010536456,0.2418720849106783,0.8103761439085564,-27.872783213749436,0,26.064577663742302,5.530492895556622,1.5777598307077876,2.314849010536456,0,0,0.810692231226671,2.314849010536456,0.2315643148467768,0,1.8997142829781295,6.536185045202319,0.5111545666985581,0.19364877072560802,2.052742173022933,18.317145684311456,10.791210475790432,0.33089537509770395,0.8395017447129574,15.993195260401636,1.0302309557390836,0.1142410896265922,-1.1730051465304776,0,0.630402261528399,0.5323131703770004,0.3088428910232262,114.70824868614436,-0.4593290468981573,0,42.51831599464321,6.701760626252833,-1.01962489761162,-1.8059302377172854,0,0.001055842033294459,6.364328203388091e-5,468.2580223702564,62.14098942997293,0,0,0,0,0,0,0,0,530032.4105039357,20.27876399255579,0.02873736435824735,22.269308728271117,t1
0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0587861978461538,0,t1
0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0587861978461538,0,t1
