"","nfi_plot","meas_date","NFI_species","utm_n","utm_e","biomass_composition"
"376",915266,"2005-AUG-29","PICE MAR  ",7180000,430000,50.940498
"377",915266,"2005-AUG-29","SALI SPP  ",7180000,430000,0.519801
"378",915266,"2019-AUG-01","BETU PAP NEO",7180000,430000,53.64934
"379",915266,"2019-AUG-01","LARI LAR  ",7180000,430000,28.82498
"380",915266,"2019-AUG-01","PICE MAR  ",7180000,430000,135.85556
"381",915301,"2005-AUG-04","POPU TRE  ",7180000,560000,0.739
"382",915301,"2005-AUG-04","SALI PLA  ",7180000,560000,1.1085
"383",915301,"2019-AUG-09","PICE MAR  ",7180000,560000,1.026825
"384",915301,"2019-AUG-09","POPU BAL  ",7180000,560000,0.205365
"385",915301,"2019-AUG-09","POPU TRE  ",7180000,560000,18.277485
"386",915301,"2019-AUG-09","SALI GLA  ",7180000,560000,1.23219
"387",922181,"2005-AUG-06","PICE GLA  ",7160000,560000,308.10813
"388",922181,"2005-AUG-06","PICE MAR  ",7160000,560000,143.00187
"389",922181,"2019-AUG-07","LARI LAR  ",7160000,560000,61.78122
"390",922181,"2019-AUG-07","PICE GLA  ",7160000,560000,297.71385
"391",922181,"2019-AUG-07","PICE MAR  ",7160000,560000,88.64262
"392",929016,"2004-AUG-28","PICE MAR  ",7140000,380000,507.846
"393",929016,"2018-AUG-23","PICE MAR  ",7140000,380000,892.8245
"394",929021,"2004-AUG-29","PICE MAR  ",7140000,4e+05,55.7482
"395",929021,"2018-AUG-24","PICE MAR  ",7140000,4e+05,92.513
"396",929061,"2005-AUG-05","LARI LAR  ",7140000,560000,15.972616
"397",929061,"2005-AUG-05","PICE GLA  ",7140000,560000,63.30519
"398",929061,"2005-AUG-05","PICE MAR  ",7140000,560000,41.324398
"399",929061,"2005-AUG-05","SALI SPP  ",7140000,560000,0.840664
"400",929061,"2005-AUG-05","SHEP CAN  ",7140000,560000,0.420332
"401",929061,"2018-AUG-29","LARI LAR  ",7140000,560000,14.239353
"402",929061,"2018-AUG-29","PICE GLA  ",7140000,560000,65.624
"403",929061,"2018-AUG-29","PICE MAR  ",7140000,560000,85.927547
"404",929066,"2005-AUG-06","PICE GLA  ",7140000,580000,56.214905
"405",929066,"2005-AUG-06","PICE MAR  ",7140000,580000,375.11975
"406",929066,"2019-AUG-09","PICE GLA  ",7140000,580000,81.29562
"407",929066,"2019-AUG-09","PICE MAR  ",7140000,580000,389.110064
"408",935891,"2004-AUG-30","BETU NEO  ",7120000,360000,5.492148
"409",935891,"2004-AUG-30","PICE MAR  ",7120000,360000,57.585752
"410",935891,"2019-JUL-30","BETU NEO  ",7120000,360000,1.03401
"411",935891,"2019-JUL-30","PICE MAR  ",7120000,360000,95.62
"412",942786,"2004-SEP-01","POPU TRE  ",7100000,420000,19.5937
"413",942786,"2018-AUG-25","POPU TRE  ",7100000,420000,31.6729
"414",949656,"2004-SEP-02","BETU NEO  ",7080000,380000,3.73664
"415",949656,"2004-SEP-02","PICE GLA  ",7080000,380000,145.10991
"416",949656,"2004-SEP-02","PICE MAR  ",7080000,380000,2357.35145
"417",949656,"2018-AUG-27","BETU PAP  ",7080000,380000,8.594063
"418",949656,"2018-AUG-27","PICE GLA  ",7080000,380000,151.52439
"419",949656,"2018-AUG-27","PICE MAR  ",7080000,380000,2437.726247
"420",963511,"2004-JUL-19","PICE GLA  ",7020000,460000,259.69486
"421",963511,"2004-JUL-19","PICE MAR  ",7020000,460000,536.91514
"422",963511,"2015-AUG-25","PICE GLA  ",7020000,540000,236.431
"423",963511,"2015-AUG-25","PICE MAR  ",7020000,540000,491.049
"424",970321,"2004-AUG-25","PICE GLA  ",7020000,480000,0.2097
"425",970321,"2004-AUG-25","POPU TRE  ",7020000,480000,0.6291
"426",970321,"2018-AUG-20","PICE GLA  ",7020000,480000,2.9261
"427",970336,"2005-JUL-27","BETU GLA  ",7020000,540000,20.13561
"428",970336,"2005-JUL-27","POPU TRE  ",7020000,540000,2.461019
"429",970336,"2018-AUG-28","PICE MAR  ",7020000,540000,0.4428
"430",977196,"2004-AUG-26","PICE GLA  ",7e+06,460000,1868.327232
"431",977196,"2004-AUG-26","POPU BAL  ",7e+06,460000,226.062
"432",977196,"2004-AUG-26","POPU TRE  ",7e+06,460000,169.5465
"433",977196,"2004-AUG-26","SALI SCO  ",7e+06,460000,0.671041
"434",977196,"2018-AUG-26","PICE GLA  ",7e+06,460000,2670.582392
"435",977196,"2018-AUG-26","POPU BAL  ",7e+06,460000,200.2803
"436",977196,"2018-AUG-26","POPU TRE  ",7e+06,460000,173.063108
"437",977211,"2004-SEP-03","LARI LAR  ",7e+06,520000,1.171233
"438",977211,"2004-SEP-03","PICE MAR  ",7e+06,520000,348.029867
"439",977211,"2018-AUG-30","LARI LAR  ",7e+06,520000,NA
"440",977211,"2018-AUG-30","PICE MAR  ",7e+06,520000,339.45
"441",977281,"2004-JUL-18","PICE MAR  ",6980000,490000,0
"442",977281,"2004-JUL-18","PINU BAN  ",6980000,490000,370.155
"443",977281,"2015-AUG-25","PICE GLA  ",6980000,490000,50.29365
"444",977281,"2015-AUG-25","PICE MAR  ",6980000,490000,6.824355
"445",977281,"2015-AUG-25","PINU BAN  ",6980000,490000,475.170495
"446",984081,"2004-AUG-31","PICE MAR  ",6980000,480000,346.4277
"447",984081,"2018-AUG-21","PICE MAR  ",6980000,480000,379.8401
"448",997836,"2005-JUL-28","LARI LAR  ",6940000,460000,0.555597
"449",997836,"2005-JUL-28","PICE MAR  ",6940000,460000,140.156791
"450",997836,"2018-AUG-22","PICE MAR  ",6940000,460000,281.701504
"451",997846,"2005-JUL-27","BETU GLA  ",6940000,490000,1.287394
"452",997846,"2005-JUL-27","BETU PAP NEO",6940000,490000,0.643697
"453",997846,"2005-JUL-27","LARI LAR  ",6940000,490000,59.689835
"454",997846,"2005-JUL-27","PICE MAR  ",6940000,490000,276.287683
"455",997846,"2005-JUL-27","SALI PLA  ",6940000,490000,1.287394
"456",997846,"2005-JUL-27","SALI SPP  ",6940000,490000,0.643697
"457",997846,"2018-AUG-31","BETU NEO  ",6940000,490000,0.926312
"458",997846,"2018-AUG-31","LARI LAR  ",6940000,490000,96.72657
"459",997846,"2018-AUG-31","PICE MAR  ",6940000,490000,245.06343
"460",997851,"2005-JUL-28","ALNU CRI  ",6940000,510000,0.878232
"461",997851,"2005-JUL-28","PICE MAR  ",6940000,510000,47.586168
"462",997851,"2018-AUG-31","PICE MAR  ",6940000,510000,142.3825
"463",997881,"2005-JUL-26","BETU GLA  ",6940000,630000,1.59068
"464",997881,"2005-JUL-26","PINU BAN  ",6940000,630000,0.24472
"465",997881,"2005-JUL-26","POPU TRE  ",6940000,630000,3.9767
"466",997881,"2005-JUL-26","SALI SPP  ",6940000,630000,0.24472
"467",997881,"2018-AUG-19","PICE GLA  ",6940000,630000,0
"468",997886,"2004-JUL-16","LARI LAR  ",6930000,650000,6.03723
"469",997886,"2004-JUL-16","LARI OCC  ",6930000,650000,2.414892
"470",997886,"2004-JUL-16","PICE GLA  ",6930000,650000,88.92
"471",997886,"2004-JUL-16","PICE MAR  ",6930000,650000,111.085032
"472",997886,"2021-JUL-23","LARI LAR  ",6930000,650000,57.65784
"473",997886,"2021-JUL-23","PICE GLA  ",6930000,650000,324.18216
"474",997886,"2021-JUL-23","PICE MAR  ",6930000,650000,150.741908
"475",997891,"2004-JUL-16","POPU TRE  ",6930000,360000,14.4538
"476",997891,"2021-JUL-23","GENC SPP  ",6930000,360000,1.694042
"477",997891,"2021-JUL-23","POPU TRE  ",6930000,360000,167.710158
"478",1004761,"2003-AUG-27","LARI LAR  ",6920000,630000,25.01387
"479",1004761,"2003-AUG-27","PICE MAR  ",6920000,630000,542.99093
"480",1004761,"2016-AUG-18","LARI LAR  ",6920000,630000,25.33896
"481",1004761,"2016-AUG-18","PICE MAR  ",6920000,630000,483.33264
"482",1011666,"2003-AUG-24","PICE MAR  ",6880000,420000,487.516
"483",1011666,"2016-AUG-23","PICE GLA  ",6880000,420000,171.71363
"484",1011666,"2016-AUG-23","PICE MAR  ",6880000,420000,125.63687
"485",1011681,"2003-AUG-23","PICE GLA  ",6880000,480000,18.955968
"486",1011681,"2003-AUG-23","PICE MAR  ",6880000,480000,123.213792
"487",1011681,"2003-AUG-23","POPU TRE  ",6880000,480000,15.79664
"488",1011681,"2015-AUG-24","PICE GLA  ",6880000,480000,48.87654
"489",1011681,"2015-AUG-24","PICE MAR  ",6880000,480000,114.04526
"490",1011706,"2004-JUL-18","POPU BAL  ",6860000,580000,19.21451
"491",1011706,"2015-AUG-24","PINU BAN  ",6860000,580000,397.57603
"492",1011706,"2015-AUG-24","POPU BAL  ",6860000,580000,36.30427
"493",1011706,"2015-AUG-24","POPU TRE  ",6860000,580000,451.5897
"494",1018501,"2003-AUG-26","BETU PAP  ",6880000,550000,43.38763
"495",1018501,"2003-AUG-26","LARI LAR  ",6880000,550000,27.33396
"496",1018501,"2003-AUG-26","PICE MAR  ",6880000,550000,69.54081
"497",1018501,"2016-AUG-17","BETU PAP  ",6880000,550000,173.91714
"498",1018501,"2016-AUG-17","LARI LAR  ",6880000,550000,38.8665
"499",1018501,"2016-AUG-17","PICE GLA  ",6880000,550000,0
"500",1018501,"2016-AUG-17","PICE MAR  ",6880000,550000,65.29572
"501",1018501,"2016-AUG-17","POPU BAL  ",6880000,550000,24.35634
"502",1018511,"2004-JUL-14","LARI LAR  ",6880000,590000,316.80568
"503",1018511,"2004-JUL-14","PICE GLA  ",6880000,590000,506.150366
"504",1018511,"2004-JUL-14","PICE MAR  ",6880000,590000,924.59049
"505",1018511,"2016-AUG-18","LARI LAR  ",6880000,590000,241.32378
"506",1018511,"2016-AUG-18","PICE GLA  ",6880000,590000,392.559495
"507",1018511,"2016-AUG-18","PICE MAR  ",6880000,590000,1197.92141
"508",1018521,"2003-AUG-29","PICE GLA  ",6880000,630000,123.4134
"509",1018521,"2003-AUG-29","PICE MAR  ",6880000,630000,1277.87515
"510",1018521,"2003-AUG-29","POPU BAL  ",6880000,630000,22.80465
"511",1018521,"2016-AUG-19","PICE MAR  ",6880000,630000,1320.03498
"512",1018521,"2016-AUG-19","POPU BAL  ",6880000,630000,28.99242
"513",1018546,"2003-AUG-24","PINU BAN  ",6870000,420000,197.5792
"514",1018546,"2009-JUL-27","PINU BAN  ",6870000,420000,487.3479
"515",1018566,"2003-AUG-23","PICE MAR  ",6860000,490000,95.949
"516",1018566,"2009-JUL-27","PICE MAR  ",6860000,490000,127.8556
"517",1025351,"2004-JUL-13","PICE MAR  ",6860000,430000,1170.969
"518",1025351,"2018-AUG-17","PICE MAR  ",6860000,430000,1218.0742
"519",1025376,"2003-AUG-27","PICE MAR  ",6860000,530000,63.223145
"520",1025376,"2003-AUG-27","POPU BAL  ",6860000,530000,1.955355
"521",1025376,"2016-AUG-19","PICE MAR  ",6860000,530000,103.6765
"522",1025421,"2003-AUG-25","POPU TRE  ",6850000,390000,112.483006
"523",1025421,"2016-AUG-23","PICE GLA  ",6850000,390000,1.638354
"524",1025421,"2016-AUG-23","POPU TRE  ",6850000,390000,162.197046
"525",1025421,"2016-AUG-23","SALI SPP  ",6850000,390000,1.638354
"526",1025501,"2003-AUG-19","PICE GLA  ",6800000,390000,660.75136
"527",1025501,"2003-AUG-19","POPU BAL  ",6800000,390000,21.21944
"528",1025501,"2009-JUL-23","PICE GLA  ",6800000,390000,557.55672
"529",1025501,"2009-JUL-23","POPU BAL  ",6800000,390000,28.16008
"530",1032241,"2004-JUL-14","PICE GLA  ",6840000,470000,6876.79617
"531",1032241,"2004-JUL-14","POPU BAL  ",6840000,470000,161.00253
"532",1032241,"2018-AUG-18","PICE GLA  ",6840000,470000,7519.6126
"533",1032241,"2018-AUG-18","POPU BAL  ",6840000,470000,311.8632
"534",1032316,"2004-JUL-17","POPU BAL  ",6820000,450000,46.13869
"535",1032316,"2004-JUL-17","POPU TRE  ",6820000,450000,3502.99131
"536",1032316,"2015-AUG-23","POPU TRE  ",6820000,450000,4882.39
"537",1032381,"2003-AUG-19","POPU BAL  ",6780000,380000,180.09
"538",1032381,"2015-AUG-17","POPU BAL  ",6780000,380000,270.90996
"539",1032381,"2015-AUG-17","SALI MAC  ",6780000,380000,279.72004
"540",1039166,"2004-JUL-15","BETU GLA  ",6820000,650000,0.564002
"541",1039166,"2016-AUG-21","POPU TRE  ",6820000,650000,37.4594
"542",1039171,"2003-AUG-30","LARI LAR  ",6810000,350000,109.21
"543",1039171,"2009-JUL-28","LARI LAR  ",6810000,350000,109.54
"544",1039211,"2003-AUG-26","PICE GLA  ",6790000,510000,1227.9024
"545",1039211,"2003-AUG-26","POPU BAL  ",6790000,510000,149.239575
"546",1039211,"2003-AUG-26","POPU TRE  ",6790000,510000,65.119325
"547",1039211,"2009-JUL-26","PICE GLA  ",6790000,510000,1502.52756
"548",1039211,"2009-JUL-26","POPU BAL  ",6790000,510000,176.353
"549",1039211,"2009-JUL-26","POPU TRE  ",6790000,510000,89.85184
"550",1046006,"2004-JUL-10","PINU BAN  ",6800000,490000,104.714496
"551",1046006,"2004-JUL-10","POPU TRE  ",6800000,490000,1.090776
"552",1046006,"2004-JUL-10","SALI SCO  ",6800000,490000,3.272328
"553",1046006,"2017-AUG-13","PINU BAN  ",6800000,490000,232.5221
"554",1046031,"2004-JUL-13","PICE MAR  ",6800000,590000,372.0468
"555",1046031,"2017-AUG-15","PICE MAR  ",6800000,590000,319.9747
"556",1046046,"2004-JUL-15","LARI LAR  ",6800000,650000,19.823804
"557",1046046,"2004-JUL-15","PICE GLA  ",6800000,650000,740.242608
"558",1046046,"2004-JUL-15","PICE MAR  ",6800000,650000,278.461288
"559",1046046,"2009-JUL-28","LARI LAR  ",6800000,650000,80.89326
"560",1046046,"2009-JUL-28","PICE GLA  ",6800000,650000,590.60778
"561",1046046,"2009-JUL-28","PICE MAR  ",6800000,650000,262.166994
"562",1046086,"2003-AUG-16","BETU PAP  ",6780000,480000,50.41824
"563",1046086,"2003-AUG-16","LARI LAR  ",6780000,480000,255.56832
"564",1046086,"2003-AUG-16","PICE GLA  ",6780000,480000,46.422826
"565",1046086,"2003-AUG-16","PICE MAR  ",6780000,480000,96.984814
"566",1046086,"2015-AUG-22","BETU PAP  ",6780000,480000,54.69904
"567",1046086,"2015-AUG-22","LARI LAR  ",6780000,480000,327.57266
"568",1046086,"2015-AUG-22","PICE GLA  ",6780000,480000,87.475275
"569",1046086,"2015-AUG-22","PICE MAR  ",6780000,480000,411.779925
"570",1052881,"2004-JUL-12","LARI LAR  ",6780000,470000,98.86294
"571",1052881,"2004-JUL-12","PICE GLA  ",6780000,470000,3284.94587
"572",1052881,"2017-AUG-14","LARI LAR  ",6780000,470000,108.37218
"573",1052881,"2017-AUG-14","PICE GLA  ",6780000,470000,3875.59558
"574",1052881,"2017-AUG-14","PICE MAR  ",6780000,470000,588.30612
"575",1052881,"2017-AUG-14","POPU BAL  ",6780000,470000,593.4667
"576",1052886,"2004-JUL-11","PICE MAR  ",6780000,490000,41.7236
"577",1052886,"2017-AUG-14","PICE MAR  ",6780000,490000,80.3915
"578",1052971,"2004-JUL-22","LARI LAR  ",6750000,5e+05,39.83952
"579",1052971,"2004-JUL-22","PICE GLA  ",6750000,5e+05,88.363844
"580",1052971,"2004-JUL-22","PINU BAN  ",6750000,5e+05,590.4786
"581",1052971,"2015-AUG-15","LARI LAR  ",6750000,5e+05,60.6892
"582",1052971,"2015-AUG-15","PICE GLA  ",6750000,5e+05,149.761788
"583",1052971,"2015-AUG-15","PINU BAN  ",6750000,5e+05,972.1943
"584",1052991,"2003-AUG-20","LARI LAR  ",6740000,580000,76.02297
"585",1052991,"2003-AUG-20","PICE GLA  ",6740000,580000,1038.44142
"586",1052991,"2003-AUG-20","PICE MAR  ",6740000,580000,503.04561
"587",1052991,"2009-JUL-26","LARI LAR  ",6740000,580000,73.28214
"588",1052991,"2009-JUL-26","PICE GLA  ",6740000,580000,939.9231
"589",1052991,"2009-JUL-26","PICE MAR  ",6740000,580000,579.88476
"590",1053006,"2003-AUG-16","PICE MAR  ",6740000,640000,709.41
"591",1053006,"2015-AUG-18","PICE MAR  ",6740000,640000,477.98
"592",1053031,"2003-AUG-22","PICE GLA  ",6720000,410000,3953.2383
"593",1053031,"2009-JUL-24","PICE GLA  ",6720000,410000,4452.55825
"594",1059821,"2003-AUG-17","LARI LAR  ",6750000,380000,158.99152
"595",1059821,"2003-AUG-17","PICE MAR  ",6750000,380000,18.87728
"596",1059821,"2015-AUG-23","LARI LAR  ",6750000,380000,136.937
"597",1059821,"2015-AUG-23","PICE MAR  ",6750000,380000,14.4876
"598",1059831,"2003-AUG-17","LARI LAR  ",6740000,420000,0.415462
"599",1059831,"2003-AUG-17","PICE MAR  ",6740000,420000,515.369769
"600",1059831,"2015-AUG-22","LARI LAR  ",6740000,420000,116.812594
"601",1059831,"2015-AUG-22","PICE MAR  ",6740000,420000,527.465806
"602",1059831,"2015-AUG-22","PINU BAN  ",6740000,420000,65.11515
"603",1059831,"2015-AUG-22","POPU TRE  ",6740000,420000,59.12755
"604",1059836,"2004-JUL-17","PICE MAR  ",6740000,440000,62.09
"605",1059836,"2015-AUG-21","PICE MAR  ",6740000,440000,87.5167
"606",1059906,"2003-AUG-22","PICE GLA  ",6700000,390000,45.492544
"607",1059906,"2003-AUG-22","POPU BAL  ",6700000,390000,610.68088
"608",1059906,"2015-AUG-17","PICE GLA  ",6700000,390000,1375.552101
"609",1059906,"2015-AUG-17","POPU BAL  ",6700000,390000,656.03946
"610",1059906,"2015-AUG-17","POPU TRE  ",6700000,390000,842.902759
"611",1066646,"2004-JUL-08","PICE GLA  ",6740000,490000,7.282424
"612",1066646,"2004-JUL-08","POPU BAL  ",6740000,490000,28.33222
"613",1066646,"2004-JUL-08","POPU TRE  ",6740000,490000,3503.377561
"614",1066646,"2004-JUL-08","SALI SCO  ",6740000,490000,329.228578
"615",1066646,"2017-AUG-09","PICE GLA  ",6740000,490000,183.97044
"616",1066646,"2017-AUG-09","POPU TRE  ",6740000,490000,5436.22566
"617",1066676,"2004-JUL-21","PICE MAR  ",6740000,610000,48.4633
"618",1066676,"2017-AUG-16","PICE MAR  ",6740000,610000,86.0352
"619",1066691,"2004-JUL-20","PICE MAR  ",6730000,340000,1267.45953
"620",1066691,"2004-JUL-20","PINU BAN  ",6730000,340000,404.20377
"621",1066691,"2017-AUG-16","PICE MAR  ",6730000,340000,1407.12256
"622",1066691,"2017-AUG-16","PINU BAN  ",6730000,340000,433.21104
"623",1066766,"2003-AUG-21","PICE MAR  ",6700000,630000,62.1957
"624",1066766,"2003-AUG-21","PINU BAN  ",6700000,630000,587.5387
"625",1066766,"2015-AUG-18","PICE MAR  ",6700000,630000,56.3582
"626",1066766,"2015-AUG-18","PINU BAN  ",6700000,630000,606.12
"627",1073521,"2004-JUL-12","BETU PAP  ",6720000,470000,426.562666
"628",1073521,"2004-JUL-12","PICE GLA  ",6720000,470000,5066.697074
"629",1073521,"2004-JUL-12","POPU BAL  ",6720000,470000,2073.52776
"630",1073521,"2004-JUL-12","POPU TRE  ",6720000,470000,1555.14582
"631",1073521,"2017-AUG-13","BETU PAP  ",6720000,470000,330.46992
"632",1073521,"2017-AUG-13","PICE GLA  ",6720000,470000,6205.49072
"633",1073521,"2017-AUG-13","PICE MAR  ",6720000,470000,1.452408
"634",1073566,"2004-JUL-20","LARI LAR  ",6720000,640000,95.358228
"635",1073566,"2004-JUL-20","PICE MAR  ",6720000,640000,187.340372
"636",1073566,"2009-JUL-29","LARI LAR  ",6720000,640000,114.146028
"637",1073566,"2009-JUL-29","PICE MAR  ",6720000,640000,206.903772
"638",1080421,"2004-JUL-09","LARI LAR  ",6700000,540000,50.75322
"639",1080421,"2004-JUL-09","PICE MAR  ",6700000,540000,127.12168
"640",1080421,"2017-AUG-11","LARI LAR  ",6700000,540000,75.464986
"641",1080421,"2017-AUG-11","PICE MAR  ",6700000,540000,121.365214
"642",1080431,"2004-JUL-21","PICE MAR  ",6700000,580000,345.5653
"643",1080431,"2004-JUL-21","POPU TRE  ",6700000,580000,1333.36045
"644",1080431,"2004-JUL-21","SALI SCO  ",6700000,580000,35.900046
"645",1080431,"2017-AUG-11","PICE MAR  ",6700000,580000,578.92891
"646",1080431,"2017-AUG-11","PINU CON  ",6700000,580000,1089.42409
"647",1080431,"2017-AUG-11","POPU TRE  ",6700000,580000,1723.51613
"648",1080471,"2003-AUG-18","PICE MAR  ",6690000,410000,66.8061
"649",1080471,"2009-JUL-25","PICE MAR  ",6690000,410000,78.7055
"650",1080481,"2003-AUG-20","PICE MAR  ",6680000,450000,484.0637
"651",1080481,"2009-JUL-25","LARI LAR  ",6680000,450000,15.14642
"652",1080481,"2009-JUL-25","PICE MAR  ",6680000,450000,559.90538
"653",1087286,"2004-JUL-11","PICE GLA  ",6680000,480000,6665.77131
"654",1087286,"2004-JUL-11","POPU TRE  ",6680000,480000,4767.79869
"655",1087286,"2018-AUG-15","PICE GLA  ",6680000,480000,6585.1779
"656",1087286,"2018-AUG-15","POPU TRE  ",6680000,480000,983.9921
"657",1087331,"2004-JUL-21","PICE MAR  ",6680000,660000,753.716
"658",1087331,"2017-AUG-10","PICE MAR  ",6680000,660000,525.4563
"659",1087351,"2003-AUG-18","PICE MAR  ",6670000,410000,38.952837
"660",1087351,"2003-AUG-18","PINU BAN  ",6670000,410000,0.393463
"661",1087351,"2015-AUG-19","PICE MAR  ",6670000,410000,45.193464
"662",1087351,"2015-AUG-19","PINU BAN  ",6670000,410000,1.863648
"663",1087371,"2003-AUG-15","PICE GLA  ",6660000,490000,1029.61824
"664",1087371,"2003-AUG-15","POPU BAL  ",6660000,490000,2296.0128
"665",1087371,"2003-AUG-15","POPU TRE  ",6660000,490000,261.88896
"666",1087371,"2015-AUG-21","PICE GLA  ",6660000,490000,1276.42755
"667",1087371,"2015-AUG-21","POPU BAL  ",6660000,490000,2145.8782
"668",1087371,"2015-AUG-21","POPU TRE  ",6660000,490000,277.48425
"669",1087376,"2003-AUG-15","PICE GLA  ",6650000,510000,4303.94356
"670",1087376,"2003-AUG-15","POPU TRE  ",6650000,510000,3011.85184
"671",1087376,"2015-AUG-19","PICE GLA  ",6650000,510000,4219.368
"672",1087376,"2015-AUG-19","POPU TRE  ",6650000,510000,3243.5079
"673",1094196,"2009-JUL-29","PICE MAR  ",6660000,6e+05,98.1369
"674",1094196,"2021-JUL-24","PICE MAR  ",6660000,6e+05,181.161
"675",1101411,"2004-JUL-25","SALI SPP  ",6330000,520000,49.687209
"676",1101411,"2016-AUG-30","BETU PAP PAP",6330000,520000,0.886683
"677",1101411,"2016-AUG-30","PICE MAR  ",6330000,520000,11.780217
"678",1108316,"2004-JUL-11","PICE MAR  ",6270000,6e+05,450.4658
"679",1108316,"2015-AUG-09","PICE MAR  ",6270000,6e+05,520.4974
"680",1108326,"2004-JUL-10","PICE MAR  ",6260000,640000,122.363948
"681",1108326,"2004-JUL-10","POPU TRE  ",6260000,640000,1.261484
"682",1108326,"2004-JUL-10","SALI SCO  ",6260000,640000,2.522968
"683",1108326,"2015-AUG-08","PICE MAR  ",6260000,640000,178.682724
"684",1108326,"2015-AUG-08","POPU TRE  ",6260000,640000,1.804876
"685",1115226,"2004-JUL-08","PICE MAR  ",6210000,330000,680.8512
"686",1115226,"2010-JUN-27","PICE MAR  ",6210000,330000,774.028
"687",1128906,"2004-JUL-23","PICE MAR  ",6290000,390000,155.6367
"688",1128906,"2010-JUL-11","PICE MAR  ",6290000,390000,242.7121
"689",1128926,"2004-JUL-11","PICE MAR  ",6260000,470000,7300.332
"690",1128926,"2004-JUL-11","PINU BAN  ",6260000,470000,187.188
"691",1128926,"2010-JUL-08","PICE MAR  ",6260000,470000,8203.91325
"692",1128926,"2010-JUL-08","PINU BAN  ",6260000,470000,210.35675
"693",1128941,"2003-JUL-06","PICE MAR  ",6240000,520000,187.0853
"694",1128956,"2003-JUL-04","LARI LAR  ",6220000,580000,2.997258
"695",1128956,"2003-JUL-04","PICE MAR  ",6220000,580000,7.765623
"696",1128956,"2003-JUL-04","PINU BAN  ",6220000,580000,2.316063
"697",1128956,"2003-JUL-04","POPU TRE  ",6220000,580000,0.681195
"698",1128956,"2010-JUN-25","LARI LAR  ",6220000,580000,4.68545
"699",1128956,"2010-JUN-25","PICE MAR  ",6220000,580000,10.30799
"700",1128956,"2010-JUN-25","PINU BAN  ",6220000,580000,3.373524
"701",1128956,"2010-JUN-25","POPU TRE  ",6220000,580000,0.374836
"702",1128976,"2004-JUL-08","LARI LAR  ",6190000,650000,15.229305
"703",1128976,"2010-JUN-26","LARI LAR  ",6190000,650000,18.390998
"704",1128976,"2010-JUN-26","PICE MAR  ",6190000,650000,6.461702
"705",1135821,"2003-JUL-06","LARI LAR  ",6220000,520000,5.404244
"706",1135821,"2003-JUL-06","PICE MAR  ",6220000,520000,129.701856
"707",1135821,"2016-AUG-27","PINU BAN  ",6220000,520000,61.7267
"708",1135826,"2003-JUL-01","PICE MAR  ",6210000,530000,3617.39218
"709",1135826,"2003-JUL-01","PINU BAN  ",6210000,530000,173.22604
"710",1135826,"2003-JUL-01","POPU BAL  ",6210000,530000,100.28876
"711",1135826,"2003-JUL-01","POPU TRE  ",6210000,530000,702.02132
"712",1135826,"2010-JUN-23","PICE MAR  ",6210000,530000,3796.07393
"713",1135826,"2010-JUN-23","PINU BAN  ",6210000,530000,102.07113
"714",1135826,"2010-JUN-23","POPU BAL  ",6210000,530000,145.8159
"715",1135826,"2010-JUN-23","POPU TRE  ",6210000,530000,821.42957
"716",1135876,"2003-AUG-16","BETU PAP  ",6140000,340000,1.925856
"717",1135876,"2003-AUG-16","PICE MAR  ",6140000,340000,14.122944
"718",1135876,"2017-JUN-08","BETU PAP PAP",6140000,720000,0.500022
"719",1135876,"2017-JUN-08","PICE MAR  ",6140000,720000,24.501078
"720",1142656,"2004-JUL-22","PICE MAR  ",6270000,340000,2001.45035
"721",1142656,"2004-JUL-22","PINU BAN  ",6270000,340000,725.41425
"722",1142656,"2010-JUL-10","PICE MAR  ",6270000,340000,2309.85292
"723",1142656,"2010-JUL-10","PINU BAN  ",6270000,340000,661.14528
"724",1149546,"2004-JUL-22","PICE MAR  ",6240000,370000,4139.16235
"725",1149546,"2004-JUL-22","PINU BAN  ",6240000,370000,62.20965
"726",1149546,"2015-AUG-19","PICE MAR  ",6240000,370000,3232.7115
"727",1149546,"2015-AUG-19","PINU BAN  ",6240000,370000,64.8766
"728",1149556,"2004-JUL-24","PICE MAR  ",6220000,410000,172.368
"729",1149556,"2004-JUL-24","SALI SPP  ",6220000,410000,7.182
"730",1149556,"2015-AUG-20","PICE MAR  ",6220000,410000,166.4909
"731",1149626,"2004-JUL-09","PICE MAR  ",6120000,670000,818.472854
"732",1149626,"2004-JUL-09","PINU BAN  ",6120000,670000,596.88186
"733",1149626,"2017-JUN-20","PICE MAR  ",6120000,670000,1813.81107
"734",1149626,"2017-JUN-20","PINU BAN  ",6120000,670000,321.42453
"735",1149636,"2003-JUL-18","PICE MAR  ",6100000,320000,24.9978
"736",1149636,"2017-JUN-09","PICE MAR  ",6100000,710000,55.1245
"737",1156421,"2004-JUN-23","PICE MAR  ",6230000,350000,53.553654
"738",1156421,"2004-JUN-23","PINU BAN  ",6230000,350000,413.36
"739",1156421,"2004-JUN-23","SALI SPP  ",6230000,350000,0.540946
"740",1156421,"2015-JUN-25","PICE MAR  ",6230000,350000,48.641199
"741",1156421,"2015-JUN-25","PINU BAN  ",6230000,350000,135.73664
"742",1156461,"2003-AUG-18","BETU PAP  ",6170000,490000,38.91132
"743",1156461,"2003-AUG-18","PICE MAR  ",6170000,490000,1129.285236
