"","nfi_plot","meas_date","biomass_total","meas_num","species_num","genus","species","variety","percent","species_rel","utm_n","utm_e","percent/100 * biomass_total"
"136",1259736,"2013-AUG-20",45.5149,1,2,"PICE","MAR",NA,5,0.25,5780000,660000,2.275745
"137",1259736,"2013-AUG-20",45.5149,1,1,"LARI","LAR",NA,95,0.75,5780000,660000,43.239155
"138",1266546,"2003-JUL-29",50.7733,0,1,"PICE","MAR",NA,100,1,5860000,390000,50.7733
"139",1266546,"2008-AUG-09",31.5763,1,1,"PICE","MAR",NA,100,1,5860000,390000,31.5763
"140",1266546,"2018-AUG-21",43.165,2,1,"PICE","MAR",NA,100,1,5860000,390000,43.165
"141",1273421,"2003-JUN-09",10.0371,0,1,"PICE","GLA",NA,98,0.667,5850000,370000,9.836358
"142",1273421,"2003-JUN-09",10.0371,0,2,"BETU","PAP",NA,2,0.333,5850000,370000,0.200742
"143",1273466,"2003-AUG-14",100.0725,0,2,"LARI","LAR",NA,10,0.121,5780000,530000,10.00725
"144",1273466,"2003-AUG-14",100.0725,0,1,"PICE","MAR",NA,90,0.879,5780000,530000,90.06525
"145",1280296,"2003-JUL-29",27.5715,0,1,"PICE","MAR",NA,100,1,5840000,340000,27.5715
"146",1280296,"2008-AUG-08",21.5129,1,1,"PICE","MAR",NA,100,1,5840000,340000,21.5129
"147",1280371,"2003-JUL-21",123.9936,0,2,"BETU","PAP",NA,8,0.122,5730000,620000,9.919488
"148",1280371,"2003-JUL-21",123.9936,0,1,"POPU","TRE",NA,92,0.878,5730000,620000,114.074112
"149",1280371,"2014-JUL-22",231.5475,1,1,"POPU","TRE",NA,91,0.824,5730000,620000,210.708225
"150",1280371,"2014-JUL-22",231.5475,1,2,"BETU","PAP",NA,9,0.176,5730000,620000,20.839275
"151",1287251,"2003-JUL-15",120.0913,0,1,"ABIE","BAL",NA,38,0.35,5710000,610000,45.634694
"152",1287251,"2019-JUN-26",34.6895,2,2,"PICE","MAR",NA,49,0.188,5710000,610000,16.997855
"153",1287251,"2019-JUN-26",34.6895,2,1,"ABIE","BAL",NA,51,0.75,5710000,610000,17.691645
"154",1287251,"2019-JUN-26",34.6895,2,3,"BETU","PAP",NA,0,0.063,5710000,610000,0
"155",1287286,"2003-JUL-04",52.8692,0,1,"PICE","MAR",NA,100,1,5650000,320000,52.8692
"156",1287286,"2013-JUL-06",74.4647,1,1,"PICE","MAR",NA,100,1,5650000,320000,74.4647
"157",1294121,"2004-JUN-08",173.7042,0,1,"POPU","TRE",NA,71,0.619,5710000,570000,123.329982
"158",1294121,"2004-JUN-08",173.7042,0,3,"SALI","SPP",NA,4,0.071,5710000,570000,6.948168
"159",1294121,"2004-JUN-08",173.7042,0,4,"ACER","SPI",NA,0,0.062,5710000,570000,0
"160",1294121,"2004-JUN-08",173.7042,0,2,"POPU","BAL",NA,25,0.248,5710000,570000,43.42605
"161",1294121,"2014-JUN-10",189.7317,1,2,"POPU","TRE",NA,36,0.478,5710000,570000,68.303412
"162",1294121,"2014-JUN-10",189.7317,1,1,"POPU","BAL",NA,65,0.522,5710000,570000,123.325605
"163",1294161,"2003-JUN-19",159.3584,0,3,"POPU","TRE",NA,1,0.025,5640000,290000,1.593584
"164",1307826,"2018-AUG-02",7.9139,2,2,"BETU","PAP",NA,22,0.385,5750000,350000,1.741058
"165",1307826,"2018-AUG-02",7.9139,2,3,"POPU","BAL",NA,3,0.026,5750000,350000,0.237417
"166",1307826,"2018-AUG-02",7.9139,2,1,"POPU","TRE",NA,75,0.59,5750000,350000,5.935425
"167",1307926,"2003-AUG-30",0.6252,0,1,"PICE","MAR",NA,100,1,5600000,290000,0.6252
"168",1307926,"2009-AUG-19",21.7119,1,1,"PICE","MAR",NA,100,1,5600000,720000,21.7119
"169",1307926,"2019-SEP-19",32.2392,2,1,"PICE","MAR",NA,100,1,5600000,720000,32.2392
"170",1321586,"2003-JUN-03",59.6804,0,1,"POPU","TRE",NA,100,0.8,5710000,330000,59.6804
"171",1321586,"2003-JUN-03",59.6804,0,2,"PICE","GLA",NA,0,0.2,5710000,330000,0
"172",1321586,"2008-JUN-23",2.6339,1,2,"PICE","MAR",NA,5,0.333,5710000,330000,0.131695
"173",1321586,"2008-JUN-23",2.6339,1,1,"POPU","TRE",NA,96,0.667,5710000,330000,2.528544
"174",1321586,"2018-AUG-02",0.4293,2,1,"PICE","GLA",NA,100,1,5710000,330000,0.4293
"175",1321686,"2003-JUN-03",2.0112,0,1,"POPU","TRE",NA,91,0.8,5560000,7e+05,1.830192
"176",1321686,"2003-JUN-03",2.0112,0,2,"BETU","PAP",NA,9,0.2,5560000,7e+05,0.181008
"177",1321686,"2009-JUN-01",26.0019,1,1,"POPU","TRE",NA,90,0.8,5560000,7e+05,23.40171
"178",1321686,"2009-JUN-01",26.0019,1,2,"BETU","PAP",NA,10,0.2,5560000,7e+05,2.60019
"179",1321686,"2019-JUN-20",17.5848,2,2,"POPU","TRE",NA,23,0.5,5560000,7e+05,4.044504
"180",1321686,"2019-JUN-20",17.5848,2,1,"BETU","PAP",NA,77,0.5,5560000,7e+05,13.540296
"181",1328581,"2004-AUG-09",95.5595,0,2,"LARI","LAR",NA,28,0.083,5520000,320000,26.75666
"182",1328581,"2004-AUG-09",95.5595,0,1,"PICE","MAR",NA,72,0.917,5520000,320000,68.80284
"183",1328581,"2009-AUG-04",114.683,1,1,"PICE","MAR",NA,75,0.919,5520000,320000,86.01225
"184",1328581,"2009-AUG-04",114.683,1,2,"LARI","LAR",NA,25,0.081,5520000,320000,28.67075
"185",1328581,"2019-SEP-18",109.0564,2,2,"LARI","LAR",NA,20,0.063,5520000,320000,21.81128
"186",1328581,"2019-SEP-18",109.0564,2,1,"PICE","MAR",NA,80,0.938,5520000,320000,87.24512
"187",1328586,"2003-JUN-22",21.4325,0,1,"PICE","MAR",NA,95,0.889,5510000,340000,20.360875
"188",1328586,"2003-JUN-22",21.4325,0,2,"LARI","LAR",NA,5,0.111,5510000,340000,1.071625
"189",1328586,"2014-JUN-19",70.9145,1,2,"LARI","LAR",NA,38,0.222,5510000,340000,26.94751
"190",1328586,"2014-JUN-19",70.9145,1,1,"PICE","MAR",NA,62,0.778,5510000,340000,43.96699
"191",1335371,"2003-JUL-31",8.2074,0,1,"PICE","GLA",NA,100,1,5640000,410000,8.2074
"192",1342331,"2003-JUN-07",2.1962,0,1,"POPU","TRE",NA,100,1,5500000,7e+05,2.1962
"193",1342331,"2009-JUN-04",0.45,1,1,"POPU","TRE",NA,100,1,5500000,7e+05,0.45
"194",1342331,"2019-SEP-16",0.1253,2,1,"POPU","TRE",NA,100,1,5500000,7e+05,0.1253
"195",1342351,"2004-AUG-09",31.6153,0,5,"AMEL","ALN",NA,0,0.007,5470000,340000,0
"196",1342351,"2009-AUG-05",31.5865,1,1,"LARI","LAR",NA,52,0.667,5470000,340000,16.42498
"197",1342351,"2009-AUG-05",31.5865,1,2,"PICE","MAR",NA,48,0.333,5470000,340000,15.16152
"198",1349216,"2003-JUN-05",21.6582,0,1,"POPU","TRE",NA,100,1,5470000,710000,21.6582
"199",1349216,"2009-JUN-05",148.8674,1,1,"POPU","TRE",NA,100,1,5470000,710000,148.8674
"200",1356096,"2003-JUL-07",11.1499,0,1,"POPU","TRE",NA,100,1,5460000,7e+05,11.1499
"201",1356096,"2014-JUL-08",3.0761,1,1,"POPU","TRE",NA,100,1,5460000,7e+05,3.0761
"202",1108316,"2004-JUL-11",268.54,0,1,"PICE","MAR",NA,100,1,6270000,6e+05,268.54
"203",1108316,"2015-AUG-09",424.36,1,1,"PICE","MAR",NA,100,1,6270000,6e+05,424.36
"204",1115226,"2004-JUL-08",526.51,0,1,"PICE","MAR",NA,100,1,6210000,330000,526.51
"205",1115226,"2010-JUN-27",627.15,1,1,"PICE","MAR",NA,100,1,6210000,330000,627.15
"206",1128906,"2004-JUL-23",82.63,0,1,"PICE","MAR",NA,100,1,6290000,390000,82.63
"207",1128906,"2010-JUL-11",166.39,1,1,"PICE","MAR",NA,100,1,6290000,390000,166.39
"208",1128926,"2004-JUL-11",7487.52,0,2,"PINU","BAN",NA,2.5,0.009,6260000,470000,187.188
"209",1128926,"2004-JUL-11",7487.52,0,1,"PICE","MAR",NA,97.5,0.991,6260000,470000,7300.332
"210",1128926,"2010-JUL-08",8414.27,1,1,"PICE","MAR",NA,97.5,0.991,6260000,470000,8203.91325
"211",1128926,"2010-JUL-08",8414.27,1,2,"PINU","BAN",NA,2.5,0.009,6260000,470000,210.35675
"212",1128941,"2003-JUL-06",24.16,0,1,"PICE","MAR",NA,100,1,6240000,520000,24.16
"213",1135826,"2003-JUL-01",4558.58,0,3,"PINU","BAN",NA,3.8,0.025,6210000,530000,173.22604
"214",1135826,"2003-JUL-01",4558.58,0,2,"POPU","TRE",NA,15.4,0.19,6210000,530000,702.02132
"215",1135826,"2003-JUL-01",4558.58,0,1,"PICE","MAR",NA,78.6,0.759,6210000,530000,3583.04388
"216",1135826,"2003-JUL-01",4558.58,0,4,"POPU","BAL",NA,2.2,0.025,6210000,530000,100.28876
"217",1135826,"2010-JUN-23",4860.53,1,4,"PINU","BAN",NA,2.1,0.013,6210000,530000,102.07113
"218",1135826,"2010-JUN-23",4860.53,1,1,"PICE","MAR",NA,78.1,0.753,6210000,530000,3796.07393
"219",1135826,"2010-JUN-23",4860.53,1,3,"POPU","BAL",NA,3,0.039,6210000,530000,145.8159
"220",1135826,"2010-JUN-23",4860.53,1,2,"POPU","TRE",NA,16.9,0.195,6210000,530000,821.42957
"221",1142656,"2004-JUL-22",2637.87,0,1,"PICE","MAR",NA,72.5,0.757,6270000,340000,1912.45575
"222",1142656,"2004-JUL-22",2637.87,0,2,"PINU","BAN",NA,27.5,0.243,6270000,340000,725.41425
"223",1142656,"2010-JUL-10",2899.76,1,2,"PINU","BAN",NA,22.8,0.189,6270000,340000,661.14528
"224",1142656,"2010-JUL-10",2899.76,1,1,"PICE","MAR",NA,77.2,0.811,6270000,340000,2238.61472
"225",1149546,"2004-JUL-22",4147.31,0,1,"PICE","MAR",NA,98.5,0.983,6240000,370000,4085.10035
"226",1149546,"2004-JUL-22",4147.31,0,2,"PINU","BAN",NA,1.5,0.017,6240000,370000,62.20965
"227",1149546,"2015-AUG-19",3243.83,1,1,"PICE","MAR",NA,98,0.978,6240000,370000,3178.9534
"228",1149546,"2015-AUG-19",3243.83,1,2,"PINU","BAN",NA,2,0.022,6240000,370000,64.8766
"229",1149626,"2004-JUL-09",1317.62,0,2,"PINU","BAN",NA,45.3,0.417,6120000,670000,596.88186
"230",1149626,"2004-JUL-09",1317.62,0,1,"PICE","MAR",NA,54.7,0.583,6120000,670000,720.73814
"231",1149626,"2017-JUN-20",2047.29,1,1,"PICE","MAR",NA,84.3,0.862,6120000,670000,1725.86547
"232",1149626,"2017-JUN-20",2047.29,1,2,"PINU","BAN",NA,15.7,0.138,6120000,670000,321.42453
"233",1156421,"2004-JUN-23",413.36,0,1,"PINU","BAN",NA,100,1,6230000,350000,413.36
"234",1156421,"2015-JUN-25",155.84,1,1,"PINU","BAN",NA,87.1,0.75,6230000,350000,135.73664
"235",1156421,"2015-JUN-25",155.84,1,2,"PICE","MAR",NA,12.9,0.25,6230000,350000,20.10336
"236",1156461,"2003-AUG-18",3242.61,0,1,"POPU","TRE",NA,58.6,0.486,6170000,490000,1900.16946
"237",1156461,"2003-AUG-18",3242.61,0,3,"POPU","BAL",NA,7.9,0.108,6170000,490000,256.16619
"238",1156461,"2003-AUG-18",3242.61,0,2,"PICE","MAR",NA,32.3,0.392,6170000,490000,1047.36303
"239",1156461,"2003-AUG-18",3242.61,0,4,"BETU","PAP",NA,1.2,0.014,6170000,490000,38.91132
"240",1156461,"2016-AUG-26",5166.43,1,3,"POPU","BAL",NA,5.7,0.073,6170000,490000,294.48651
"241",1156461,"2016-AUG-26",5166.43,1,4,"BETU","PAP","PAP",0.9,0.009,6170000,490000,46.49787
"242",1156501,"2003-JUL-01",3850.93,0,2,"PINU","BAN",NA,17,0.132,6110000,640000,654.6581
"243",1156501,"2003-JUL-01",3850.93,0,1,"PICE","MAR",NA,83,0.868,6110000,640000,3196.2719
"244",1156501,"2017-JUN-12",5565.96,1,1,"PICE","MAR",NA,86.9,0.906,6110000,640000,4836.81924
"245",1156501,"2017-JUN-12",5565.96,1,2,"PINU","BAN",NA,13.1,0.094,6110000,640000,729.14076
"246",1170181,"2004-JUL-21",2394.75,0,1,"PICE","MAR",NA,100,1,6190000,330000,2394.75
"247",1170181,"2016-AUG-15",3689.41,1,1,"PICE","MAR",NA,100,1,6190000,330000,3689.41
"248",1170231,"2003-AUG-17",198.1,0,2,"PICE","MAR",NA,12.8,0.111,6110000,520000,25.3568
"249",1170231,"2003-AUG-17",198.1,0,1,"PINU","BAN",NA,87.2,0.889,6110000,520000,172.7432
"250",1170231,"2017-JUL-05",361.77,1,1,"PINU","BAN",NA,86.4,0.875,6110000,520000,312.56928
"251",1170231,"2017-JUL-05",361.77,1,2,"PICE","MAR",NA,13.6,0.125,6110000,520000,49.20072
"252",1170251,"2003-AUG-12",8060.2,0,1,"PICE","MAR",NA,80.8,0.915,6080000,590000,6512.6416
"253",1170251,"2003-AUG-12",8060.2,0,3,"BETU","PAP","PAP",0.7,0.021,6080000,590000,56.4214
"254",1170251,"2003-AUG-12",8060.2,0,2,"PICE","GLA",NA,18.5,0.064,6080000,590000,1491.137
"255",1170251,"2017-JUL-06",6140.92,1,1,"PICE","MAR",NA,68,0.893,6080000,510000,4175.8256
"256",1170251,"2017-JUL-06",6140.92,1,2,"PICE","GLA",NA,32,0.107,6080000,510000,1965.0944
"257",1177066,"2004-JUN-22",1307.25,0,1,"POPU","TRE",NA,100,1,6160000,340000,1307.25
"258",1177066,"2016-AUG-14",660.18,1,1,"POPU","TRE",NA,100,1,6160000,340000,660.18
"259",1177121,"2003-AUG-14",4817.16,0,2,"PINU","BAN",NA,33.6,0.306,6080000,550000,1618.56576
"260",1177121,"2003-AUG-14",4817.16,0,3,"POPU","TRE",NA,2.5,0.03,6080000,550000,120.429
"261",1177121,"2003-AUG-14",4817.16,0,1,"PICE","MAR",NA,63.8,0.664,6080000,550000,3073.34808
"262",1183991,"2003-AUG-13",906.83,0,1,"PICE","MAR",NA,55,0.72,6080000,5e+05,498.7565
"263",1183991,"2003-AUG-13",906.83,0,4,"POPU","TRE",NA,3.1,0.04,6080000,5e+05,28.11173
"264",1183991,"2017-JUN-13",2116.91,1,1,"PICE","MAR",NA,72.2,0.844,6080000,5e+05,1528.40902
"265",1183991,"2017-JUN-13",2116.91,1,2,"POPU","BAL",NA,18.2,0.078,6080000,5e+05,385.27762
"266",1190916,"2004-JUN-12",193.23,0,3,"PICE","MAR",NA,25.2,0.25,5990000,660000,48.69396
"267",1190916,"2004-JUN-12",193.23,0,1,"PINU","BAN",NA,49.7,0.5,5990000,660000,96.03531
"268",1190916,"2004-JUN-12",193.23,0,2,"LARI","LAR",NA,25.2,0.25,5990000,660000,48.69396
"269",1190916,"2017-JUL-10",193.85,1,2,"PICE","MAR",NA,41.9,0.5,5990000,660000,81.22315
"270",1190916,"2017-JUL-10",193.85,1,1,"LARI","LAR",NA,58.1,0.5,5990000,660000,112.62685
"271",1197741,"2003-JUN-17",3730.28,0,1,"LARI","LAR",NA,78.7,0.79,6060000,450000,2935.73036
"272",1197741,"2003-JUN-17",3730.28,0,2,"PICE","MAR",NA,21.3,0.21,6060000,450000,794.54964
"273",1197741,"2016-AUG-24",5264.01,1,2,"PICE","MAR",NA,15.5,0.154,6060000,450000,815.92155
"274",1197741,"2016-AUG-24",5264.01,1,1,"LARI","LAR",NA,84.5,0.846,6060000,450000,4448.08845
"275",1197751,"2003-JUN-23",259.18,0,1,"LARI","LAR",NA,79.5,0.75,6040000,490000,206.0481
"276",1197751,"2003-JUN-23",259.18,0,2,"PICE","MAR",NA,20.5,0.25,6040000,490000,53.1319
"277",1197751,"2016-AUG-12",156.43,1,1,"LARI","LAR",NA,83.4,0.8,6040000,490000,130.46262
"278",1197751,"2016-AUG-12",156.43,1,2,"PICE","MAR",NA,16.6,0.2,6040000,490000,25.96738
"279",1197761,"2003-AUG-17",4053.8,0,1,"PICE","MAR",NA,100,1,6030000,520000,4053.8
"280",1197761,"2017-JUL-09",5016.95,1,1,"PICE","MAR",NA,100,1,6030000,520000,5016.95
"281",1197766,"2003-JUL-15",4140.63,0,3,"BETU","PAP","PAP",8.5,0.105,6020000,540000,351.95355
"282",1197766,"2003-JUL-15",4140.63,0,2,"PICE","MAR",NA,40.9,0.329,6020000,540000,1693.51767
"283",1197766,"2003-JUL-15",4140.63,0,1,"LARI","LAR",NA,50.6,0.566,6020000,540000,2095.15878
"284",1204606,"2003-AUG-26",1258.7,0,2,"PINU","BAN",NA,35,0.2,6060000,390000,440.545
"285",1204606,"2003-AUG-26",1258.7,0,1,"PICE","MAR",NA,65,0.8,6060000,390000,818.155
"286",1204606,"2016-AUG-11",1879.32,1,1,"PICE","MAR",NA,62.7,0.818,6060000,390000,1178.33364
"287",1204606,"2016-AUG-11",1879.32,1,2,"PINU","BAN",NA,37.3,0.182,6060000,390000,700.98636
"288",1211511,"2004-JUN-13",97.7,0,1,"PICE","MAR",NA,100,1,6e+06,470000,97.7
"289",1211511,"2016-AUG-09",257.3,1,2,"POPU","BAL",NA,22.3,0.231,6e+06,470000,57.3779
"290",1211511,"2016-AUG-09",257.3,1,1,"PICE","MAR",NA,77.7,0.769,6e+06,470000,199.9221
"291",1211561,"2004-JUN-12",24.3,0,1,"PICE","MAR",NA,100,1,5930000,660000,24.3
"292",1211561,"2017-JUL-11",17.86,1,1,"PICE","MAR",NA,100,1,5930000,660000,17.86
"293",1218376,"2003-AUG-28",2630.99,0,2,"LARI","LAR",NA,17.3,0.129,6010000,410000,455.16127
"294",1218376,"2003-AUG-28",2630.99,0,1,"PICE","MAR",NA,82.7,0.871,6010000,410000,2175.82873
"295",1218376,"2016-AUG-10",3292.13,1,1,"PICE","MAR",NA,81.9,0.885,6010000,410000,2696.25447
"296",1218376,"2016-AUG-10",3292.13,1,2,"LARI","LAR",NA,18.1,0.115,6010000,410000,595.87553
"297",1218396,"2004-JUN-09",7302.14,0,2,"POPU","TRE",NA,12.9,0.069,5980000,480000,941.97606
"298",1218396,"2004-JUN-09",7302.14,0,1,"PICE","MAR",NA,87.1,0.931,5980000,480000,6360.16394
"299",1225241,"2003-JUN-20",2350.2,0,1,"PICE","MAR",NA,74.3,0.865,6010000,340000,1746.1986
"300",1225241,"2003-JUN-20",2350.2,0,2,"POPU","TRE",NA,25.7,0.135,6010000,340000,604.0014
"301",1232216,"2003-AUG-27",1076.02,0,1,"PICE","MAR",NA,84.7,0.875,5850000,690000,911.38894
"302",1232216,"2003-AUG-27",1076.02,0,2,"LARI","LAR",NA,15.3,0.125,5850000,690000,164.63106
"303",1239011,"2003-AUG-30",4446.43,0,2,"SALI","SPP",NA,4.6,0.095,5960000,370000,204.53578
"304",1239011,"2003-AUG-30",4446.43,0,3,"ALNU","SPP",NA,0.7,0.048,5960000,370000,31.12501
"305",1239011,"2003-AUG-30",4446.43,0,1,"POPU","BAL",NA,94.7,0.857,5960000,370000,4210.76921
"306",1239011,"2013-SEP-05",5712.97,1,5,"ALNU","RUG",NA,1.2,0.051,5960000,370000,68.55564
"307",1239011,"2013-SEP-05",5712.97,1,6,"BETU","PAP",NA,0.8,0.026,5960000,370000,45.70376
"308",1239011,"2013-SEP-05",5712.97,1,2,"POPU","TRE",NA,6.2,0.154,5960000,370000,354.20414
"309",1239011,"2013-SEP-05",5712.97,1,1,"POPU","BAL",NA,83.3,0.615,5960000,370000,4758.90401
"310",1245881,"2003-AUG-29",4249.86,0,1,"POPU","TRE",NA,69.6,0.558,5960000,320000,2957.90256
"311",1245881,"2003-AUG-29",4249.86,0,3,"BETU","PAP","PAP",2.3,0.038,5960000,320000,97.74678
"312",1245881,"2003-AUG-29",4249.86,0,2,"PICE","GLA",NA,25.4,0.365,5960000,320000,1079.46444
"313",1245881,"2012-AUG-28",4994.46,1,2,"PICE","GLA",NA,32.8,0.357,5960000,320000,1638.18288
"314",1245881,"2012-AUG-28",4994.46,1,1,"POPU","TRE",NA,57.3,0.446,5960000,320000,2861.82558
"315",1245881,"2012-AUG-28",4994.46,1,5,"PICE","MAR",NA,1.7,0.036,5960000,320000,84.90582
"316",1245881,"2012-AUG-28",4994.46,1,3,"BETU","PAP",NA,4.2,0.089,5960000,320000,209.76732
"317",1245881,"2012-AUG-28",4994.46,1,4,"POPU","BAL",NA,3.9,0.071,5960000,320000,194.78394
"318",1252776,"2003-AUG-26",112.46,0,1,"PICE","MAR",NA,71,0.667,5910000,370000,79.8466
"319",1252776,"2003-AUG-26",112.46,0,2,"LARI","LAR",NA,29,0.333,5910000,370000,32.6134
"320",1252776,"2018-AUG-22",90.62,1,1,"LARI","LAR",NA,55.1,0.5,5910000,370000,49.93162
"321",1252776,"2018-AUG-22",90.62,1,2,"PICE","MAR",NA,44.9,0.5,5910000,370000,40.68838
"322",1259646,"2003-AUG-27",219.83,0,2,"LARI","LAR",NA,19.4,0.2,5910000,330000,42.64702
"323",1259646,"2003-AUG-27",219.83,0,1,"PICE","MAR",NA,80.6,0.8,5910000,330000,177.18298
"324",1259646,"2013-SEP-04",247.37,1,1,"PICE","MAR",NA,70.7,0.727,5910000,330000,174.89059
"325",1259646,"2013-SEP-04",247.37,1,2,"LARI","LAR",NA,29.3,0.273,5910000,330000,72.47941
"326",1259661,"2003-AUG-27",347.03,0,1,"PICE","MAR",NA,100,1,5890000,380000,347.03
"327",1259661,"2008-AUG-19",403.24,1,1,"PICE","MAR",NA,100,1,5890000,380000,403.24
"328",1259661,"2018-AUG-23",504.05,2,1,"PICE","MAR",NA,100,1,5890000,380000,504.05
"329",1259711,"2003-JUL-19",244.34,0,1,"LARI","LAR",NA,100,1,5810000,570000,244.34
"330",1259711,"2009-JUL-08",276.22,1,2,"PICE","MAR",NA,12.6,0.167,5810000,570000,34.80372
"331",1259711,"2009-JUL-08",276.22,1,1,"LARI","LAR",NA,87.4,0.833,5810000,570000,241.41628
"332",1259731,"2003-JUL-02",2690.98,0,2,"PINU","BAN",NA,46,0.386,5780000,640000,1237.8508
"333",1259731,"2003-JUL-02",2690.98,0,1,"PICE","MAR",NA,54,0.614,5780000,640000,1453.1292
"334",1259731,"2019-JUN-24",2734.12,2,2,"PINU","BAN",NA,34.9,0.271,5780000,640000,954.20788
"335",1259731,"2019-JUN-24",2734.12,2,1,"PICE","MAR",NA,65.1,0.729,5780000,640000,1779.91212
"336",1266546,"2003-JUL-29",3691.98,0,1,"PICE","MAR",NA,95.1,0.968,5860000,390000,3511.07298
"337",1266546,"2003-JUL-29",3691.98,0,2,"LARI","LAR",NA,4.9,0.032,5860000,390000,180.90702
"338",1266546,"2008-AUG-09",3695.78,1,1,"PICE","MAR",NA,94.8,0.968,5860000,390000,3503.59944
"339",1266546,"2008-AUG-09",3695.78,1,2,"LARI","LAR",NA,5.2,0.032,5860000,390000,192.18056
