"","nfi_plot","meas_date","smtree_biomass","loc_id","meas_num","species_num","genus","species","variety","smtree_percent","species_strel","utm_n","utm_e","smtree_percent/100","smtree_percent/100 * smtree_biomass"
"75",1266411,"2004-JUL-29",31.9386,0,0,2,"SALI","SPP",NA,22,0.308,6030000,670000,0.22,7.026492
"76",1266411,"2004-JUL-29",31.9386,0,0,3,"BETU","PAP",NA,11,0.077,6030000,670000,0.11,3.513246
"77",1266411,"2012-AUG-05",158.0311,0,1,1,"POPU","TRE",NA,59,0.605,6030000,670000,0.59,93.238349
"78",1266411,"2012-AUG-05",158.0311,0,1,2,"BETU","PAP",NA,41,0.395,6030000,670000,0.41,64.792751
"79",1266441,"2006-SEP-09",5.1715,0,0,1,"PICE","MAR",NA,100,1,5990000,390000,1,5.1715
"80",1266441,"2016-SEP-04",21.7582,0,1,1,"PICE","MAR",NA,100,1,5990000,390000,1,21.7582
"81",1266451,"2006-SEP-10",25.5932,0,0,1,"PICE","MAR",NA,100,1,5980000,430000,1,25.5932
"82",1266451,"2015-SEP-01",117.211,0,1,1,"PICE","MAR",NA,100,1,5980000,430000,1,117.211
"83",1266471,"2004-SEP-15",122.4764,0,0,1,"PICE","MAR",NA,100,1,5960000,510000,1,122.4764
"84",1266471,"2009-AUG-28",256.6673,0,1,1,"PICE","MAR",NA,100,1,5960000,510000,1,256.6673
"85",1266471,"2018-JUL-23",NA,0,2,1,"PICE","MAR",NA,100,1,5960000,510000,1,NA
"86",1266481,"2003-SEP-08",91.2654,0,0,1,"ABIE","BAL",NA,81,0.8,5950000,550000,0.81,73.924974
"87",1266481,"2003-SEP-08",91.2654,0,0,2,"BETU","PAP",NA,17,0.15,5950000,550000,0.17,15.515118
"88",1266481,"2003-SEP-08",91.2654,0,0,3,"POPU","TRE",NA,2,0.05,5950000,550000,0.02,1.825308
"89",1266481,"2013-AUG-31",113.5892,0,1,1,"ABIE","BAL",NA,83,0.816,5950000,550000,0.83,94.279036
"90",1266481,"2013-AUG-31",113.5892,0,1,2,"BETU","PAP",NA,14,0.158,5950000,550000,0.14,15.902488
"91",1266481,"2013-AUG-31",113.5892,0,1,3,"POPU","TRE",NA,3,0.026,5950000,550000,0.03,3.407676
"92",1266491,"2003-AUG-23",69.83,0,0,1,"POPU","TRE",NA,55,0.917,5930000,590000,0.55,38.4065
"93",1266491,"2003-AUG-23",69.83,0,0,2,"PICE","MAR",NA,45,0.083,5930000,590000,0.45,31.4235
"94",1266491,"2009-AUG-31",24.9501,0,1,1,"POPU","TRE",NA,99,0.983,5930000,590000,0.99,24.700599
"95",1266491,"2009-AUG-31",24.9501,0,1,2,"BETU","PAP",NA,1,0.017,5930000,590000,0.01,0.249501
"96",1266491,"2019-AUG-25",93.7402,0,2,1,"POPU","TRE",NA,99,0.934,5930000,590000,0.99,92.802798
"97",1266511,"2004-SEP-24",20.3578,0,0,1,"ABIE","BAL",NA,100,1,5910000,660000,1,20.3578
"98",1266511,"2017-OCT-05",60.9122,0,1,1,"ABIE","BAL",NA,100,1,5910000,660000,1,60.9122
"99",1280161,"2004-SEP-29",51.7417,0,0,1,"PICE","GLA",NA,94,0.75,6000000,620000,0.94,48.637198
"100",1280161,"2004-SEP-29",51.7417,0,0,2,"SALI","SPP",NA,4,0.167,6000000,620000,0.04,2.069668
"101",1280161,"2004-SEP-29",51.7417,0,0,3,"PICE","MAR",NA,2,0.083,6000000,620000,0.02,1.034834
"102",1280161,"2012-AUG-08",22.8658,0,1,1,"PICE","GLA",NA,77,0.5,6000000,620000,0.77,17.606666
"103",1280161,"2012-AUG-08",22.8658,0,1,2,"PICE","MAR",NA,24,0.5,6000000,620000,0.24,5.487792
"104",1280171,"2004-JUL-30",2.4572,0,0,1,"POPU","TRE",NA,100,1,5990000,660000,1,2.4572
"105",1280171,"2014-AUG-07",4.6926,0,1,1,"POPU","TRE",NA,100,1,5990000,660000,1,4.6926
"106",1280181,"2004-JUL-20",5.5126,0,0,1,"SALI","SPP",NA,100,1,5980000,310000,1,5.5126
"107",1280181,"2011-JUL-12",0.2834,0,1,1,"POPU","BAL",NA,100,1,5980000,310000,1,0.2834
"108",1280201,"2004-JUL-21",18.9935,0,0,1,"POPU","TRE",NA,94,0.833,5960000,380000,0.94,17.85389
"109",1280201,"2004-JUL-21",18.9935,0,0,2,"SALI","SPP",NA,6,0.167,5960000,380000,0.06,1.13961
"110",1280201,"2011-JUL-13",38.8325,0,1,1,"POPU","TRE",NA,92,0.857,5960000,380000,0.92,35.7259
"111",1280201,"2011-JUL-13",38.8325,0,1,2,"SALI","SPP",NA,8,0.143,5960000,380000,0.08,3.1066
"112",1280211,"2006-SEP-10",0.9581,0,0,1,"BETU","PAP",NA,57,0.571,5940000,420000,0.57,0.546117
"113",1280211,"2006-SEP-10",0.9581,0,0,2,"SALI","SPP",NA,29,0.286,5940000,420000,0.29,0.277849
"114",1280211,"2006-SEP-10",0.9581,0,0,3,"POPU","TRE",NA,14,0.143,5940000,420000,0.14,0.134134
"115",1280211,"2015-SEP-02",13.4507,0,1,1,"BETU","PAP",NA,97,0.7,5940000,420000,0.97,13.047179
"116",1280211,"2015-SEP-02",13.4507,0,1,2,"POPU","TRE",NA,3,0.3,5940000,420000,0.03,0.403521
"117",1280241,"2004-SEP-28",68.7454,0,0,1,"CORY","COR",NA,93,0.958,5910000,540000,0.93,63.933222
"118",1280241,"2004-SEP-28",68.7454,0,0,2,"POPU","TRE",NA,7,0.042,5910000,540000,0.07,4.812178
"119",1280241,"2009-AUG-31",12.4887,0,1,1,"POPU","TRE",NA,95,0.818,5910000,540000,0.95,11.864265
"120",1280241,"2009-AUG-31",12.4887,0,1,2,"PRUN","SPP",NA,3,0.091,5910000,540000,0.03,0.374661
"121",1280241,"2009-AUG-31",12.4887,0,1,3,"SALI","SPP",NA,3,0.091,5910000,540000,0.03,0.374661
"122",1280241,"2019-AUG-24",23.3368,0,2,1,"POPU","TRE",NA,90,0.75,5910000,540000,0.9,21.00312
"123",1280241,"2019-AUG-24",23.3368,0,2,2,"PRUN","PEN",NA,10,0.25,5910000,540000,0.1,2.33368
"124",1280271,"2004-SEP-25",68.9569,0,0,1,"PICE","MAR",NA,96,0.885,5870000,650000,0.96,66.198624
"125",1280271,"2004-SEP-25",68.9569,0,0,2,"LARI","LAR",NA,4,0.115,5870000,650000,0.04,2.758276
"126",1280271,"2013-AUG-30",76.8548,0,1,1,"PICE","MAR",NA,98,0.741,5870000,650000,0.98,75.317704
"127",1280271,"2013-AUG-30",76.8548,0,1,2,"LARI","LAR",NA,2,0.259,5870000,650000,0.02,1.537096
"128",1293931,"2004-JUL-19",28.2858,0,0,1,"PICE","MAR",NA,88,0.933,5950000,650000,0.88,24.891504
"129",1293931,"2004-JUL-19",28.2858,0,0,2,"PINU","BAN",NA,12,0.067,5950000,650000,0.12,3.394296
"130",1293931,"2012-AUG-04",29.2873,0,1,1,"PICE","GLA",NA,80,0.875,5950000,650000,0.8,23.42984
"131",1293931,"2012-AUG-04",29.2873,0,1,2,"PICE","MAR",NA,20,0.125,5950000,650000,0.2,5.85746
"132",1294021,"2003-SEP-04",9.6223,0,0,1,"ALNU","RUG",NA,86,0.857,5850000,600000,0.86,8.275178
"133",1294021,"2003-SEP-04",9.6223,0,0,2,"BETU","NAN",NA,14,0.143,5850000,600000,0.14,1.347122
"134",1294021,"2013-AUG-28",3.5443,0,1,1,"LARI","LAR",NA,100,1,5850000,600000,1,3.5443
"135",1294041,"2004-SEP-26",16.498,0,0,1,"CORY","COR",NA,33,0.333,5820000,680000,0.33,5.44434
"136",1294041,"2004-SEP-26",16.498,0,0,2,"AMEL","ALN",NA,30,0.296,5820000,680000,0.3,4.9494
"137",1294041,"2004-SEP-26",16.498,0,0,3,"POPU","BAL",NA,11,0.111,5820000,680000,0.11,1.81478
"138",1294041,"2004-SEP-26",16.498,0,0,4,"PRUN","VIR",NA,11,0.111,5820000,680000,0.11,1.81478
"139",1294041,"2004-SEP-26",16.498,0,0,5,"POPU","TRE",NA,7,0.074,5820000,680000,0.07,1.15486
"140",1294041,"2004-SEP-26",16.498,0,0,6,"BETU","PAP",NA,4,0.037,5820000,680000,0.04,0.65992
"141",1294041,"2004-SEP-26",16.498,0,0,7,"CORN","STO",NA,4,0.037,5820000,680000,0.04,0.65992
"142",1294041,"2013-AUG-29",1.4571,0,1,3,"BETU","PAP",NA,4,0.143,5820000,680000,0.04,0.058284
"143",1294051,"2004-SEP-25",75.8155,0,0,1,"ALNU","INC",NA,80,0.905,5810000,310000,0.8,60.6524
"144",1294051,"2004-SEP-25",75.8155,0,0,2,"POPU","BAL",NA,20,0.095,5810000,310000,0.2,15.1631
"145",1294051,"2017-OCT-04",23.8561,0,1,1,"POPU","BAL",NA,97,0.75,5810000,710000,0.97,23.140417
"146",1294051,"2017-OCT-04",23.8561,0,1,2,"PICE","MAR",NA,3,0.25,5810000,710000,0.03,0.715683
"147",1307731,"2003-SEP-30",132.9195,0,0,1,"POPU","TRE",NA,97,0.9,5870000,400000,0.97,128.931915
"148",1307731,"2015-AUG-28",37.613,0,1,1,"POPU","TRE",NA,100,1,5870000,400000,1,37.613
