"","nfi_plot","meas_date","biomass_total","loc_id","meas_num","species_num","genus","species","variety","percent","species_ltrel","utm_n","utm_e","percent/100","percent/100 * biomass_total"
"223",1335381,"2003-JUL-31",8198.48,0,0,4,"BETU","PAP","",13,0.056,5620000,450000,0.13,1065.8024
"224",1335381,"2013-AUG-07",7724.47,0,1,1,"PICE","GLA","",35.4,0.5,5620000,450000,0.354,2734.46238
"225",1342331,"2003-JUN-07",5845.87,0,0,1,"PINU","BAN","",100,1,5500000,700000,1,5845.87
"226",1342331,"2009-JUN-04",5016.28,0,1,1,"PINU","BAN","",99.1,0.955,5500000,700000,0.991,4971.13348
"227",1342331,"2009-JUN-04",5016.28,0,1,2,"POPU","TRE","",0.9,0.045,5500000,700000,0.009,45.14652
"228",1342351,"2004-AUG-09",498.36,0,0,1,"PICE","MAR","",64.6,0.688,5470000,340000,0.646,321.94056
"229",1342351,"2004-AUG-09",498.36,0,0,2,"LARI","LAR","",35.4,0.313,5470000,340000,0.354,176.41944
"230",1342351,"2009-AUG-05",599.36,0,1,1,"PICE","MAR","",65.8,0.684,5470000,340000,0.658,394.37888
"231",1342351,"2009-AUG-05",599.36,0,1,2,"LARI","LAR","",34.2,0.316,5470000,340000,0.342,204.98112
"232",1342351,"2019-SEP-17",864.38,0,2,1,"PICE","MAR","",67.9,0.731,5470000,340000,0.679,586.91402
"233",1342351,"2019-SEP-17",864.38,0,2,2,"LARI","LAR","",32.1,0.269,5470000,340000,0.321,277.46598
"234",1349216,"2009-JUN-05",330.99,0,1,1,"POPU","TRE","",100,1,5470000,710000,1,330.99
"235",1356096,"2003-JUL-07",3401.4,0,0,1,"POPU","TRE","",83.3,0.862,5460000,700000,0.833,2833.3662
"236",1356096,"2003-JUL-07",3401.4,0,0,2,"POPU","BAL","",16.7,0.138,5460000,700000,0.167,568.0338
"237",1356096,"2014-JUL-08",5225.96,0,1,1,"POPU","TRE","",100,1,5460000,700000,1,5225.96
"238",1356106,"2003-JUN-16",2140.85,0,0,1,"PINU","BAN","",75.5,0.714,5440000,300000,0.755,1616.34175
"239",1356106,"2003-JUN-16",2140.85,0,0,2,"BETU","PAP","",24.5,0.286,5440000,300000,0.245,524.50825
"240",1356106,"2014-JUN-17",5391,0,1,1,"PINU","BAN","",61.3,0.571,5440000,300000,0.613,3304.683
"241",1356106,"2014-JUN-17",5391,0,1,2,"BETU","PAP","",38.7,0.429,5440000,300000,0.387,2086.317
