"","nfi_plot","meas_date","NFI_species","utm_n","utm_e","biomass_composition"
"207",1204261,"2019-JUL-26","PICE GLA ",6340000,530000,26.82446
"208",1204261,"2019-JUL-26","PICE MAR ",6340000,530000,2353.95234
"209",1204271,"2002-JUL-21","PICE GLA ",6340000,570000,144.653552
"210",1204271,"2002-JUL-21","PICE MAR ",6340000,570000,96.863196
"211",1204271,"2002-JUL-21","PINU CON LAT",6340000,570000,3233.337352
"212",1204271,"2019-JUL-27","PICE GLA ",6340000,570000,1357.113872
"213",1204271,"2019-JUL-27","PICE MAR ",6340000,570000,1833.861884
"214",1204271,"2019-JUL-27","PINU CON ",6340000,570000,583.15452
"215",1204281,"2001-JUL-25","PICE GLA ",6340000,610000,992.865802
"216",1204281,"2001-JUL-25","PINU CON ",6340000,610000,281.05285
"217",1204281,"2001-JUL-25","POPU TRE ",6340000,610000,3330.452248
"218",1204281,"2019-JUL-23","PICE GLA ",6340000,610000,2214.416222
"219",1204281,"2019-JUL-23","PICE MAR ",6340000,610000,12.217478
"220",1204281,"2019-JUL-23","PINU CON ",6340000,610000,356.66892
"221",1204281,"2019-JUL-23","POPU TRE ",6340000,610000,4062.0627
"222",1211016,"2002-JUL-25","ABIE LAS ",6320000,390000,4477.53
"223",1211016,"2021-AUG-16","ABIE LAS ",6320000,390000,6301.25
"224",1211056,"2005-JUL-17","ABIE LAS ",6320000,550000,6948.118
"225",1211056,"2005-JUL-17","PICE ENG ",6320000,550000,111.7056
"226",1211056,"2018-JUL-12","ABIE LAS ",6320000,550000,7720.39974
"227",1211056,"2018-JUL-12","PICE ENG ",6320000,550000,172.07916
"228",1211116,"2005-JUN-18","ABIE LAS ",6330000,430000,2428.66114
"229",1211116,"2005-JUN-18","PICE ENG ",6330000,430000,4325.76286
"230",1211116,"2018-JUL-15","ABIE LAS ",6330000,430000,2613.8515
"231",1211116,"2018-JUL-15","PICE ENG ",6330000,430000,4173.4269
"232",1217986,"2003-JUL-27","ABIE LAS ",6310000,390000,6717.08806
"233",1217986,"2003-JUL-27","PICE ENG GLA",6310000,390000,59.08592
"234",1217986,"2003-JUL-27","PINU CON LAT",6310000,390000,723.80252
"235",1217986,"2018-JUL-21","ABIE LAS ",6310000,390000,6967.368945
"236",1217986,"2018-JUL-21","PICE ENG GLA",6310000,390000,93.41713
"237",1217986,"2018-JUL-21","PINU CON ",6310000,390000,91.89102
"238",1217991,"2003-JUN-23","ABIE LAS ",6310000,410000,11721.27775
