"","nfi_plot","loc_id","meas_num","species_num","genus","species","variety","percent","species_ltrel","meas_date","utm_n","utm_e"
"1",1108316,0,0,1,"PICE","MAR","",100,1,"2004-JUL-11",6270000,600000
"2",1108316,0,1,1,"PICE","MAR","",100,1,"2015-AUG-09",6270000,600000
"3",1115226,0,0,1,"PICE","MAR","",100,1,"2004-JUL-08",6210000,330000
"4",1115226,0,1,1,"PICE","MAR","",100,1,"2010-JUN-27",6210000,330000
"5",1128906,0,0,1,"PICE","MAR","",100,1,"2004-JUL-23",6290000,390000
"6",1128906,0,1,1,"PICE","MAR","",100,1,"2010-JUL-11",6290000,390000
"7",1128926,0,0,1,"PICE","MAR","",97.5,0.991,"2004-JUL-11",6260000,470000
"8",1128926,0,0,2,"PINU","BAN","",2.5,0.009,"2004-JUL-11",6260000,470000
"9",1128926,0,1,1,"PICE","MAR","",97.5,0.991,"2010-JUL-08",6260000,470000
"10",1128926,0,1,2,"PINU","BAN","",2.5,0.009,"2010-JUL-08",6260000,470000
"11",1128941,0,0,1,"PICE","MAR","",100,1,"2003-JUL-06",6240000,520000
"12",1128941,0,1,1,"PICE","MAR","",100,1,"2016-AUG-30",6240000,520000
"13",1135826,0,0,1,"PICE","MAR","",78.6,0.759,"2003-JUL-01",6210000,530000
"14",1135826,0,0,2,"POPU","TRE","",15.4,0.19,"2003-JUL-01",6210000,530000
"15",1135826,0,0,3,"PINU","BAN","",3.8,0.025,"2003-JUL-01",6210000,530000
"16",1135826,0,0,4,"POPU","BAL","",2.2,0.025,"2003-JUL-01",6210000,530000
"17",1135826,0,1,1,"PICE","MAR","",78.1,0.753,"2010-JUN-23",6210000,530000
"18",1135826,0,1,2,"POPU","TRE","",16.9,0.195,"2010-JUN-23",6210000,530000
"19",1135826,0,1,3,"POPU","BAL","",3,0.039,"2010-JUN-23",6210000,530000
"20",1135826,0,1,4,"PINU","BAN","",2.1,0.013,"2010-JUN-23",6210000,530000
"21",1142656,0,0,1,"PICE","MAR","",72.5,0.757,"2004-JUL-22",6270000,340000
"22",1142656,0,0,2,"PINU","BAN","",27.5,0.243,"2004-JUL-22",6270000,340000
"23",1142656,0,1,1,"PICE","MAR","",77.2,0.811,"2010-JUL-10",6270000,340000
"24",1142656,0,1,2,"PINU","BAN","",22.8,0.189,"2010-JUL-10",6270000,340000
