"","nfi_plot","loc_id","meas_num","species_num","genus","species","variety","percent","species_ltrel","meas_date","utm_n","utm_e"
"25",1149546,0,0,1,"PICE","MAR","",98.5,0.983,"2004-JUL-22",6240000,370000
"26",1149546,0,0,2,"PINU","BAN","",1.5,0.017,"2004-JUL-22",6240000,370000
"27",1149546,0,1,1,"PICE","MAR","",98,0.978,"2015-AUG-19",6240000,370000
"28",1149546,0,1,2,"PINU","BAN","",2,0.022,"2015-AUG-19",6240000,370000
"29",1149626,0,0,1,"PICE","MAR","",54.7,0.583,"2004-JUL-09",6120000,670000
"30",1149626,0,0,2,"PINU","BAN","",45.3,0.417,"2004-JUL-09",6120000,670000
"31",1149626,0,1,1,"PICE","MAR","",84.3,0.862,"2017-JUN-20",6120000,670000
"32",1149626,0,1,2,"PINU","BAN","",15.7,0.138,"2017-JUN-20",6120000,670000
"33",1156421,0,0,1,"PINU","BAN","",100,1,"2004-JUN-23",6230000,350000
"34",1156421,0,1,1,"PINU","BAN","",87.1,0.75,"2015-JUN-25",6230000,350000
"35",1156421,0,1,2,"PICE","MAR","",12.9,0.25,"2015-JUN-25",6230000,350000
"36",1156461,0,0,1,"POPU","TRE","",58.6,0.486,"2003-AUG-18",6170000,490000
"37",1156461,0,0,2,"PICE","MAR","",32.3,0.392,"2003-AUG-18",6170000,490000
"38",1156461,0,0,3,"POPU","BAL","",7.9,0.108,"2003-AUG-18",6170000,490000
"39",1156461,0,0,4,"BETU","PAP","",1.2,0.014,"2003-AUG-18",6170000,490000
"40",1156461,0,1,3,"POPU","BAL","",5.7,0.073,"2016-AUG-26",6170000,490000
"41",1156461,0,1,4,"BETU","PAP","PAP",0.9,0.009,"2016-AUG-26",6170000,490000
"42",1156501,0,0,1,"PICE","MAR","",83,0.868,"2003-JUL-01",6110000,640000
"43",1156501,0,0,2,"PINU","BAN","",17,0.132,"2003-JUL-01",6110000,640000
"44",1156501,0,1,1,"PICE","MAR","",86.9,0.906,"2017-JUN-12",6110000,640000
"45",1156501,0,1,2,"PINU","BAN","",13.1,0.094,"2017-JUN-12",6110000,640000
"46",1170181,0,0,1,"PICE","MAR","",100,1,"2004-JUL-21",6190000,330000
"47",1170181,0,1,1,"PICE","MAR","",100,1,"2016-AUG-15",6190000,330000
"48",1170231,0,0,1,"PINU","BAN","",87.2,0.889,"2003-AUG-17",6110000,520000
"49",1170231,0,0,2,"PICE","MAR","",12.8,0.111,"2003-AUG-17",6110000,520000
"50",1170231,0,1,1,"PINU","BAN","",86.4,0.875,"2017-JUL-05",6110000,520000
"51",1170231,0,1,2,"PICE","MAR","",13.6,0.125,"2017-JUL-05",6110000,520000
"52",1170251,0,0,1,"PICE","MAR","",80.8,0.915,"2003-AUG-12",6080000,590000
"53",1170251,0,0,2,"PICE","GLA","",18.5,0.064,"2003-AUG-12",6080000,590000
"54",1170251,0,0,3,"BETU","PAP","PAP",0.7,0.021,"2003-AUG-12",6080000,590000
"55",1170251,0,1,1,"PICE","MAR","",68,0.893,"2017-JUL-06",6080000,510000
"56",1170251,0,1,2,"PICE","GLA","",32,0.107,"2017-JUL-06",6080000,510000
"57",1177066,0,0,1,"POPU","TRE","",100,1,"2004-JUN-22",6160000,340000
"58",1177066,0,1,1,"POPU","TRE","",100,1,"2016-AUG-14",6160000,340000
"59",1177121,0,0,1,"PICE","MAR","",63.8,0.664,"2003-AUG-14",6080000,550000
"60",1177121,0,0,2,"PINU","BAN","",33.6,0.306,"2003-AUG-14",6080000,550000
"61",1177121,0,0,3,"POPU","TRE","",2.5,0.03,"2003-AUG-14",6080000,550000
"62",1177121,0,1,1,"PICE","MAR","",70.6,0.737,"2012-AUG-22",6080000,550000
"63",1177121,0,1,2,"PINU","BAN","",27.3,0.244,"2012-AUG-22",6080000,550000
"64",1177121,0,1,3,"POPU","TRE","",2.1,0.019,"2012-AUG-22",6080000,550000
"65",1183991,0,0,1,"PICE","MAR","",55,0.72,"2003-AUG-13",6080000,500000
"66",1183991,0,0,4,"POPU","TRE","",3.1,0.04,"2003-AUG-13",6080000,500000
"67",1183991,0,1,1,"PICE","MAR","",72.2,0.844,"2017-JUN-13",6080000,500000
"68",1183991,0,1,2,"POPU","BAL","",18.2,0.078,"2017-JUN-13",6080000,500000
"69",1190916,0,0,1,"PINU","BAN","",49.7,0.5,"2004-JUN-12",5990000,660000
"70",1190916,0,0,2,"LARI","LAR","",25.2,0.25,"2004-JUN-12",5990000,660000
"71",1190916,0,0,3,"PICE","MAR","",25.2,0.25,"2004-JUN-12",5990000,660000
"72",1190916,0,1,1,"LARI","LAR","",58.1,0.5,"2017-JUL-10",5990000,660000
"73",1190916,0,1,2,"PICE","MAR","",41.9,0.5,"2017-JUL-10",5990000,660000
"74",1197741,0,0,1,"LARI","LAR","",78.7,0.79,"2003-JUN-17",6060000,450000
"75",1197741,0,0,2,"PICE","MAR","",21.3,0.21,"2003-JUN-17",6060000,450000
"76",1197741,0,1,1,"LARI","LAR","",84.5,0.846,"2016-AUG-24",6060000,450000
"77",1197741,0,1,2,"PICE","MAR","",15.5,0.154,"2016-AUG-24",6060000,450000
"78",1197751,0,0,1,"LARI","LAR","",79.5,0.75,"2003-JUN-23",6040000,490000
"79",1197751,0,0,2,"PICE","MAR","",20.5,0.25,"2003-JUN-23",6040000,490000
"80",1197751,0,1,1,"LARI","LAR","",83.4,0.8,"2016-AUG-12",6040000,490000
"81",1197751,0,1,2,"PICE","MAR","",16.6,0.2,"2016-AUG-12",6040000,490000
"82",1197761,0,0,1,"PICE","MAR","",100,1,"2003-AUG-17",6030000,520000
"83",1197761,0,1,1,"PICE","MAR","",100,1,"2017-JUL-09",6030000,520000
"84",1197766,0,0,1,"LARI","LAR","",50.6,0.566,"2003-JUL-15",6020000,540000
"85",1197766,0,0,2,"PICE","MAR","",40.9,0.329,"2003-JUL-15",6020000,540000
"86",1197766,0,0,3,"BETU","PAP","PAP",8.5,0.105,"2003-JUL-15",6020000,540000
"87",1197766,0,1,1,"LARI","LAR","",59.8,0.672,"2012-JUL-06",6020000,540000
"88",1197766,0,1,2,"PICE","MAR","",37.9,0.295,"2012-JUL-06",6020000,540000
"89",1197766,0,1,3,"BETU","PAP","",2.3,0.033,"2012-JUL-06",6020000,540000
"90",1204606,0,0,1,"PICE","MAR","",65,0.8,"2003-AUG-26",6060000,390000
"91",1204606,0,0,2,"PINU","BAN","",35,0.2,"2003-AUG-26",6060000,390000
"92",1204606,0,1,1,"PICE","MAR","",62.7,0.818,"2016-AUG-11",6060000,390000
"93",1204606,0,1,2,"PINU","BAN","",37.3,0.182,"2016-AUG-11",6060000,390000
"94",1211511,0,0,1,"PICE","MAR","",100,1,"2004-JUN-13",6000000,470000
"95",1211511,0,1,1,"PICE","MAR","",77.7,0.769,"2016-AUG-09",6000000,470000
"96",1211511,0,1,2,"POPU","BAL","",22.3,0.231,"2016-AUG-09",6000000,470000
"97",1211561,0,0,1,"PICE","MAR","",100,1,"2004-JUN-12",5930000,660000
"98",1211561,0,1,1,"PICE","MAR","",100,1,"2017-JUL-11",5930000,660000
"99",1218376,0,0,1,"PICE","MAR","",82.7,0.871,"2003-AUG-28",6010000,410000
"100",1218376,0,0,2,"LARI","LAR","",17.3,0.129,"2003-AUG-28",6010000,410000
"101",1218376,0,1,1,"PICE","MAR","",81.9,0.885,"2016-AUG-10",6010000,410000
"102",1218376,0,1,2,"LARI","LAR","",18.1,0.115,"2016-AUG-10",6010000,410000
"103",1218396,0,0,1,"PICE","MAR","",87.1,0.931,"2004-JUN-09",5980000,480000
"104",1218396,0,0,2,"POPU","TRE","",12.9,0.069,"2004-JUN-09",5980000,480000
"105",1218396,0,1,1,"PICE","MAR","",83,0.918,"2017-SEP-08",5980000,480000
"106",1218396,0,1,2,"POPU","TRE","",17,0.082,"2017-SEP-08",5980000,480000
"107",1225241,0,0,1,"PICE","MAR","",74.3,0.865,"2003-JUN-20",6010000,340000
"108",1225241,0,0,2,"POPU","TRE","",25.7,0.135,"2003-JUN-20",6010000,340000
"109",1225241,0,1,1,"PICE","MAR","",74.4,0.745,"2013-JUN-19",6010000,340000
"110",1225241,0,1,2,"POPU","TRE","",24.5,0.235,"2013-JUN-19",6010000,340000
"111",1225241,0,1,3,"PINU","BAN","",1.1,0.02,"2013-JUN-19",6010000,340000
"112",1232216,0,0,1,"PICE","MAR","",84.7,0.875,"2003-AUG-27",5850000,690000
"113",1232216,0,0,2,"LARI","LAR","",15.3,0.125,"2003-AUG-27",5850000,690000
"114",1232216,0,1,1,"PICE","MAR","",67.1,0.5,"2013-AUG-22",5850000,690000
"115",1239011,0,0,1,"POPU","BAL","",94.7,0.857,"2003-AUG-30",5960000,370000
"116",1239011,0,0,2,"SALI","SPP","",4.6,0.095,"2003-AUG-30",5960000,370000
"117",1239011,0,0,3,"ALNU","SPP","",0.7,0.048,"2003-AUG-30",5960000,370000
"118",1239011,0,1,1,"POPU","BAL","",83.3,0.615,"2013-SEP-05",5960000,370000
"119",1239011,0,1,2,"POPU","TRE","",6.2,0.154,"2013-SEP-05",5960000,370000
"120",1239011,0,1,5,"ALNU","RUG","",1.2,0.051,"2013-SEP-05",5960000,370000
"121",1239011,0,1,6,"BETU","PAP","",0.8,0.026,"2013-SEP-05",5960000,370000
"122",1245881,0,0,1,"POPU","TRE","",69.6,0.558,"2003-AUG-29",5960000,320000
"123",1245881,0,0,2,"PICE","GLA","",25.4,0.365,"2003-AUG-29",5960000,320000
"124",1245881,0,0,3,"BETU","PAP","PAP",2.3,0.038,"2003-AUG-29",5960000,320000
"125",1245881,0,1,1,"POPU","TRE","",57.3,0.446,"2012-AUG-28",5960000,320000
"126",1245881,0,1,2,"PICE","GLA","",32.8,0.357,"2012-AUG-28",5960000,320000
"127",1245881,0,1,3,"BETU","PAP","",4.2,0.089,"2012-AUG-28",5960000,320000
"128",1245881,0,1,4,"POPU","BAL","",3.9,0.071,"2012-AUG-28",5960000,320000
"129",1245881,0,1,5,"PICE","MAR","",1.7,0.036,"2012-AUG-28",5960000,320000
"130",1252776,0,0,1,"PICE","MAR","",71,0.667,"2003-AUG-26",5910000,370000
"131",1252776,0,0,2,"LARI","LAR","",29,0.333,"2003-AUG-26",5910000,370000
"132",1252776,0,1,1,"LARI","LAR","",55.1,0.5,"2018-AUG-22",5910000,370000
"133",1252776,0,1,2,"PICE","MAR","",44.9,0.5,"2018-AUG-22",5910000,370000
"134",1259646,0,0,1,"PICE","MAR","",80.6,0.8,"2003-AUG-27",5910000,330000
"135",1259646,0,0,2,"LARI","LAR","",19.4,0.2,"2003-AUG-27",5910000,330000
"136",1259646,0,1,1,"PICE","MAR","",70.7,0.727,"2013-SEP-04",5910000,330000
"137",1259646,0,1,2,"LARI","LAR","",29.3,0.273,"2013-SEP-04",5910000,330000
"138",1259661,0,0,1,"PICE","MAR","",100,1,"2003-AUG-27",5890000,380000
"139",1259661,0,1,1,"PICE","MAR","",100,1,"2008-AUG-19",5890000,380000
"140",1259661,0,2,1,"PICE","MAR","",100,1,"2018-AUG-23",5890000,380000
"141",1259711,0,0,1,"LARI","LAR","",100,1,"2003-JUL-19",5810000,570000
"142",1259711,0,1,1,"LARI","LAR","",87.4,0.833,"2009-JUL-08",5810000,570000
"143",1259711,0,1,2,"PICE","MAR","",12.6,0.167,"2009-JUL-08",5810000,570000
"144",1259731,0,0,1,"PICE","MAR","",54,0.614,"2003-JUL-02",5780000,640000
"145",1259731,0,0,2,"PINU","BAN","",46,0.386,"2003-JUL-02",5780000,640000
"146",1259731,0,1,1,"PICE","MAR","",57.3,0.655,"2009-JUL-06",5780000,640000
"147",1259731,0,1,2,"PINU","BAN","",42.7,0.345,"2009-JUL-06",5780000,640000
"148",1259731,0,2,1,"PICE","MAR","",65.1,0.729,"2019-JUN-24",5780000,640000
"149",1259731,0,2,2,"PINU","BAN","",34.9,0.271,"2019-JUN-24",5780000,640000
"150",1266546,0,0,1,"PICE","MAR","",95.1,0.968,"2003-JUL-29",5860000,390000
"151",1266546,0,0,2,"LARI","LAR","",4.9,0.032,"2003-JUL-29",5860000,390000
"152",1266546,0,1,1,"PICE","MAR","",94.8,0.968,"2008-AUG-09",5860000,390000
"153",1266546,0,1,2,"LARI","LAR","",5.2,0.032,"2008-AUG-09",5860000,390000
"154",1266546,0,2,1,"PICE","MAR","",94.3,0.969,"2018-AUG-21",5860000,390000
"155",1266546,0,2,2,"LARI","LAR","",5.7,0.031,"2018-AUG-21",5860000,390000
"156",1273421,0,0,1,"POPU","TRE","",72.1,0.833,"2003-JUN-09",5850000,370000
"157",1273421,0,0,2,"PICE","GLA","",15.1,0.083,"2003-JUN-09",5850000,370000
"158",1273421,0,0,3,"BETU","PAP","PAP",9.9,0.056,"2003-JUN-09",5850000,370000
"159",1273421,0,0,4,"LARI","LAR","",2.8,0.028,"2003-JUN-09",5850000,370000
"160",1273421,0,1,1,"POPU","TRE","",57.9,0.714,"2008-JUN-18",5850000,370000
"161",1273421,0,1,2,"PICE","GLA","",22.3,0.114,"2008-JUN-18",5850000,370000
"162",1273421,0,1,3,"BETU","PAP","",12.1,0.086,"2008-JUN-18",5850000,370000
"163",1273421,0,2,1,"POPU","TRE","",45.2,0.647,"2018-JUL-31",5850000,370000
"164",1273421,0,2,2,"PICE","GLA","",27,0.118,"2018-JUL-31",5850000,370000
"165",1273421,0,2,5,"LARI","LAR","",8.1,0.029,"2018-JUL-31",5850000,370000
"166",1273451,0,0,1,"PINU","BAN","",76.1,0.75,"2003-AUG-12",5810000,480000
"167",1273451,0,0,2,"PICE","MAR","",23.9,0.25,"2003-AUG-12",5810000,480000
"168",1273451,0,1,1,"PINU","BAN","",70.1,0.722,"2009-AUG-09",5810000,480000
"169",1273451,0,1,2,"PICE","MAR","",29.9,0.278,"2009-AUG-09",5810000,480000
"170",1280296,0,0,1,"PICE","MAR","",96.6,0.979,"2003-JUL-29",5840000,340000
"171",1280296,0,0,2,"PINU","BAN","",3.4,0.021,"2003-JUL-29",5840000,340000
"172",1280296,0,1,1,"PICE","MAR","",96.4,0.978,"2008-AUG-08",5840000,340000
"173",1280296,0,1,2,"PINU","BAN","",3.6,0.022,"2008-AUG-08",5840000,340000
"174",1280296,0,2,1,"PICE","MAR","",98,0.989,"2018-SEP-10",5840000,340000
"175",1280296,0,2,2,"PINU","BAN","",2,0.011,"2018-SEP-10",5840000,340000
"176",1280371,0,0,1,"POPU","TRE","",100,1,"2003-JUL-21",5730000,620000
"177",1280371,0,1,1,"POPU","TRE","",100,1,"2014-JUL-22",5730000,620000
"178",1287181,0,0,4,"BETU","PAP","PAP",16,0.074,"2003-JUN-06",5810000,350000
"179",1287181,0,0,5,"PINU","BAN","",6.7,0.037,"2003-JUN-06",5810000,350000
"180",1287181,0,1,5,"PINU","BAN","",7.2,0.048,"2008-JUN-06",5810000,350000
"181",1287251,0,0,1,"PICE","MAR","",93.4,0.875,"2003-JUL-15",5710000,610000
"182",1287251,0,0,2,"ABIE","BAL","",6.6,0.125,"2003-JUL-15",5710000,610000
"183",1287251,0,1,1,"PICE","MAR","",58.7,0.444,"2009-JUL-11",5710000,610000
"184",1287251,0,1,2,"ABIE","BAL","",22.5,0.296,"2009-JUL-11",5710000,610000
"185",1287251,0,1,3,"BETU","PAP","",18.8,0.259,"2009-JUL-11",5710000,610000
"186",1287251,0,2,3,"ABIE","BAL","",21.9,0.241,"2019-JUN-26",5710000,610000
"187",1287251,0,2,4,"PICE","GLA","",0.9,0.019,"2019-JUN-26",5710000,610000
"188",1287256,0,0,1,"ABIE","BAL","",59.9,0.804,"2003-AUG-31",5700000,630000
"189",1287256,0,0,3,"PICE","GLA","",13.8,0.065,"2003-AUG-31",5700000,630000
"190",1287256,0,1,1,"ABIE","BAL","",67.8,0.865,"2014-AUG-20",5700000,630000
"191",1287286,0,0,1,"PICE","MAR","",56.3,0.667,"2003-JUL-04",5650000,320000
"192",1287286,0,0,2,"PINU","BAN","",43.7,0.333,"2003-JUL-04",5650000,320000
"193",1287286,0,1,1,"PICE","MAR","",63.8,0.732,"2013-JUL-06",5650000,320000
"194",1287286,0,1,2,"PINU","BAN","",36.2,0.268,"2013-JUL-06",5650000,320000
"195",1294076,0,0,1,"PINU","BAN","",74.1,0.75,"2003-JUL-29",5770000,400000
"196",1294076,0,0,2,"LARI","LAR","",25.9,0.25,"2003-JUL-29",5770000,400000
"197",1294076,0,1,1,"PINU","BAN","",73.6,0.778,"2008-AUG-06",5770000,400000
"198",1294076,0,1,2,"LARI","LAR","",26.4,0.222,"2008-AUG-06",5770000,400000
"199",1294076,0,2,3,"PICE","MAR","",5.8,0.067,"2018-AUG-25",5770000,400000
"200",1294161,0,0,1,"PINU","BAN","",88.7,0.898,"2003-JUN-19",5640000,290000
"201",1294161,0,1,1,"PINU","BAN","",84.6,0.857,"2013-JUL-04",5640000,290000
"202",1294166,0,0,1,"PINU","BAN","",100,1,"2004-AUG-10",5640000,310000
"203",1294166,0,1,1,"PINU","BAN","",100,1,"2009-AUG-07",5640000,310000
"204",1294166,0,2,1,"PINU","BAN","",100,1,"2019-JUN-19",5640000,310000
"205",1307826,0,0,1,"POPU","TRE","",85.7,0.854,"2003-JUN-04",5750000,350000
"206",1307826,0,0,3,"POPU","SPP","",6.4,0.042,"2003-JUN-04",5750000,350000
"207",1307826,0,1,1,"POPU","TRE","",90.4,0.833,"2008-JUN-10",5750000,350000
"208",1307926,0,0,3,"PICE","GLA","",8.5,0.048,"2003-AUG-30",5600000,290000
"209",1307926,0,1,3,"PICE","GLA","",8.8,0.051,"2009-AUG-19",5600000,720000
"210",1307926,0,1,4,"ABIE","BAL","",0.8,0.026,"2009-AUG-19",5600000,720000
"211",1307926,0,2,3,"PICE","GLA","",9.4,0.049,"2019-SEP-19",5600000,720000
"212",1307926,0,2,4,"ABIE","BAL","",0.9,0.024,"2019-SEP-19",5600000,720000
"213",1314711,0,0,1,"POPU","TRE","",90.5,0.918,"2003-JUN-07",5720000,360000
"214",1314711,0,1,1,"POPU","TRE","",87.1,0.885,"2008-JUN-22",5720000,360000
"215",1314711,0,1,2,"PICE","GLA","",6.1,0.058,"2008-JUN-22",5720000,360000
"216",1314711,0,2,1,"POPU","TRE","",77.3,0.8,"2018-AUG-24",5720000,360000
"217",1314711,0,2,2,"PICE","MAR","",10.7,0.13,"2018-AUG-24",5720000,360000
"218",1314711,0,2,3,"PICE","GLA","",8.3,0.052,"2018-AUG-24",5720000,360000
"219",1314711,0,2,4,"POPU","BAL","",3.6,0.017,"2018-AUG-24",5720000,360000
"220",1314811,0,0,1,"POPU","TRE","",59.6,0.826,"2003-JUN-05",5570000,300000
"221",1314811,0,0,2,"PICE","GLA","",22.3,0.13,"2003-JUN-05",5570000,300000
"222",1314811,0,0,3,"ABIE","BAL","",18.1,0.043,"2003-JUN-05",5570000,300000
"223",1314811,0,1,1,"POPU","TRE","",61,0.778,"2009-JUN-03",5570000,300000
"224",1314811,0,1,2,"PICE","GLA","",22.6,0.148,"2009-JUN-03",5570000,300000
"225",1314811,0,1,3,"ABIE","BAL","",16.4,0.074,"2009-JUN-03",5570000,300000
"226",1314811,0,2,1,"POPU","TRE","",69,0.853,"2019-JUN-22",5570000,730000
"227",1314811,0,2,2,"PICE","GLA","",25.5,0.118,"2019-JUN-22",5570000,730000
"228",1314811,0,2,3,"ABIE","BAL","",5.4,0.029,"2019-JUN-22",5570000,730000
"229",1321586,0,0,1,"POPU","TRE","",84.2,0.919,"2003-JUN-03",5710000,330000
"230",1321586,0,1,1,"POPU","TRE","",83.6,0.92,"2008-JUN-23",5710000,330000
"231",1321586,0,2,1,"POPU","TRE","",78.8,0.899,"2018-AUG-02",5710000,330000
"232",1321686,0,1,3,"POPU","TRE","",8.3,0.25,"2009-JUN-01",5560000,700000
"233",1321686,0,2,1,"POPU","TRE","",53.8,0.68,"2019-JUN-20",5560000,700000
"234",1321686,0,2,2,"BETU","PAP","",28.6,0.28,"2019-JUN-20",5560000,700000
"235",1321686,0,2,3,"PINU","BAN","",17.6,0.04,"2019-JUN-20",5560000,700000
"236",1328496,0,0,4,"QUER","MAC","",5.1,0.094,"2003-AUG-06",5650000,440000
"237",1328496,0,1,4,"QUER","MAC","",6,0.097,"2013-AUG-11",5650000,440000
"238",1328581,0,0,1,"PICE","MAR","",65,0.667,"2004-AUG-09",5520000,320000
"239",1328581,0,0,2,"LARI","LAR","",35,0.333,"2004-AUG-09",5520000,320000
"240",1328581,0,1,1,"PICE","MAR","",73.8,0.75,"2009-AUG-04",5520000,320000
"241",1328581,0,1,2,"LARI","LAR","",26.2,0.25,"2009-AUG-04",5520000,320000
"242",1328581,0,2,1,"PICE","MAR","",83.9,0.857,"2019-SEP-18",5520000,320000
"243",1328581,0,2,2,"LARI","LAR","",16.1,0.143,"2019-SEP-18",5520000,320000
"244",1328586,0,0,1,"PICE","MAR","",100,1,"2003-JUN-22",5510000,340000
"245",1328586,0,1,1,"PICE","MAR","",78.3,0.75,"2014-JUN-19",5510000,340000
"246",1328586,0,1,2,"LARI","LAR","",21.7,0.25,"2014-JUN-19",5510000,340000
"247",1335381,0,0,4,"BETU","PAP","",13,0.056,"2003-JUL-31",5620000,450000
"248",1335381,0,1,1,"PICE","GLA","",35.4,0.5,"2013-AUG-07",5620000,450000
"249",1342331,0,0,1,"PINU","BAN","",100,1,"2003-JUN-07",5500000,700000
"250",1342331,0,1,1,"PINU","BAN","",99.1,0.955,"2009-JUN-04",5500000,700000
"251",1342331,0,1,2,"POPU","TRE","",0.9,0.045,"2009-JUN-04",5500000,700000
"252",1342331,0,2,1,"PINU","BAN","",97.7,0.875,"2019-SEP-16",5500000,700000
"253",1342331,0,2,2,"POPU","TRE","",2.3,0.125,"2019-SEP-16",5500000,700000
"254",1342351,0,0,1,"PICE","MAR","",64.6,0.688,"2004-AUG-09",5470000,340000
"255",1342351,0,0,2,"LARI","LAR","",35.4,0.313,"2004-AUG-09",5470000,340000
"256",1342351,0,1,1,"PICE","MAR","",65.8,0.684,"2009-AUG-05",5470000,340000
"257",1342351,0,1,2,"LARI","LAR","",34.2,0.316,"2009-AUG-05",5470000,340000
"258",1342351,0,2,1,"PICE","MAR","",67.9,0.731,"2019-SEP-17",5470000,340000
"259",1342351,0,2,2,"LARI","LAR","",32.1,0.269,"2019-SEP-17",5470000,340000
"260",1349216,0,1,1,"POPU","TRE","",100,1,"2009-JUN-05",5470000,710000
"261",1349216,0,2,1,"POPU","TRE","",100,1,"2019-SEP-13",5470000,710000
"262",1356096,0,0,1,"POPU","TRE","",83.3,0.862,"2003-JUL-07",5460000,700000
"263",1356096,0,0,2,"POPU","BAL","",16.7,0.138,"2003-JUL-07",5460000,700000
"264",1356096,0,1,1,"POPU","TRE","",100,1,"2014-JUL-08",5460000,700000
"265",1356106,0,0,1,"PINU","BAN","",75.5,0.714,"2003-JUN-16",5440000,300000
"266",1356106,0,0,2,"BETU","PAP","",24.5,0.286,"2003-JUN-16",5440000,300000
"267",1356106,0,1,1,"PINU","BAN","",61.3,0.571,"2014-JUN-17",5440000,300000
"268",1356106,0,1,2,"BETU","PAP","",38.7,0.429,"2014-JUN-17",5440000,300000
