"","nfi_plot","meas_date","meas_num","bindex_ltshannon","bindex_lteven","bindex_ltmargalef","bindex_stshannon","bindex_steven","bindex_stmargalef"
"141",1211116,"2005-JUN-18",0,0.67,0.96,0.29,0,0,0
"142",1211116,"2018-JUL-15",1,0.67,0.96,0.29,0,0,0
"143",1217986,"2003-JUL-27",0,0.47,0.42,0.59,0,0,0
"144",1217986,"2018-JUL-21",1,0.24,0.22,0.55,0.22,0.31,0.35
"145",1217991,"2003-JUN-23",0,0.4,0.36,0.51,0,0,0
"146",1217991,"2018-JUL-18",1,0.26,0.37,0.3,0,0,0
"147",1217996,"2002-AUG-18",0,0.2,0.29,0.33,0.09,0.12,0.25
"148",1217996,"2018-JUL-11",1,0.27,0.39,0.31,0.28,0.4,0.27
"149",1224876,"2005-JUN-19",0,0.11,0.16,0.27,0,0,0
"150",1224876,"2018-JUL-13",1,0,0,0,0,0,0
"151",1224886,"2002-JUL-06",0,0.12,0.18,0.23,0,0,0
"152",1224886,"2019-JUL-28",1,0.13,0.19,0.24,0,0,0
"153",1224896,"2002-AUG-08",0,1.08,0.78,0.68,0,0,0
"154",1224896,"2019-JUL-29",1,1,0.72,0.77,0,0,0
"155",1224916,"2003-JUN-24",0,0.76,0.69,0.56,0,0,0
"156",1224916,"2019-JUL-22",1,0.73,0.66,0.59,0,0,0
"157",1231676,"2001-AUG-26",0,0,0,0,0,0,0
"158",1231676,"2021-JUL-26",1,0.53,0.77,0.29,0.69,0.99,0.46
"159",1231761,"2000-AUG-01",0,0.87,0.62,0.8,0.64,0.92,0.91
"160",1231761,"2018-JUL-20",1,0,0,0,0.7,0.43,0.94
"161",1231781,"2002-JUL-18",0,0.92,0.67,0.8,0,0,0
"162",1231781,"2019-JUL-24",1,1.01,0.92,0.78,1.1,1,1.82
"163",1238556,"2003-JUL-03",0,0.85,0.77,0.71,0.69,1,1.44
"164",1238556,"2021-AUG-10",1,0.96,0.87,0.69,0.38,0.54,0.48
"165",1245451,"2002-AUG-03",0,0.61,0.88,0.26,0.56,0.81,0.72
"166",1245451,"2021-AUG-12",1,0.63,0.91,0.27,0.67,0.97,0.62
"167",1245481,"2002-AUG-16",0,0.1,0.14,0.26,0,0,0
"168",1245481,"2017-JUL-24",1,0.11,0.16,0.27,0,0,0
"169",1245546,"2000-JUL-30",0,0.75,0.46,0.96,1.03,0.94,0.8
"170",1245546,"2019-SEP-10",1,1.25,0.78,1.08,0.69,1,1.44
"171",1245561,"2005-JUN-13",0,0,0,0,0,0,0
"172",1245561,"2019-SEP-05",1,0,0,0,0,0,0
"173",1252421,"2005-JUN-26",0,0.73,0.66,0.49,0.64,0.92,0.91
"174",1252421,"2019-SEP-09",1,1.06,0.96,0.65,0,0,0
"175",1259201,"2004-JUN-30",0,0,0,0,0,0,0
"176",1259201,"2021-JUL-24",1,0.9,0.82,0.62,0.45,0.65,0.56
"177",1259261,"2002-AUG-21",0,1.08,0.78,0.96,0,0,0
"178",1259261,"2018-JUL-04",1,1.53,0.95,1.56,0,0,0
"179",1259296,"2001-JUN-17",0,0,0,0,0,0,0
"180",1259296,"2018-JUL-09",1,0,0,0,0,0,0
"181",1259336,"2001-JUL-30",0,0.35,0.32,0.64,0.25,0.35,0.37
"182",1259336,"2019-SEP-07",1,0.53,0.48,0.62,0.35,0.51,0.26
"183",1266111,"2001-AUG-26",0,0.69,1,0.28,0.69,1,1.44
"184",1266111,"2017-JUL-23",1,0.64,0.92,0.33,0,0,0
"185",1266166,"2002-AUG-13",0,0.74,0.53,1.02,0,0,0
"186",1266166,"2018-JUL-06",1,0,0,0,0.88,0.8,0.57
"187",1266186,"2003-JUL-17",0,0,0,0,0,0,0
"188",1266186,"2019-SEP-04",1,0.69,1,1.44,0,0,0
"189",1266196,"2003-JUL-18",0,1.16,0.84,1,0,0,0
"190",1266196,"2019-SEP-03",1,1.05,0.96,1.24,0,0,0
"191",1266221,"2001-JUL-28",0,0,0,0,0,0,0
"192",1272951,"2002-JUL-06",0,0.29,0.41,0.28,0.69,1,1.44
"193",1273001,"2002-JUL-09",0,0.85,0.77,0.67,0,0,0
"194",1273001,"2017-AUG-18",1,0.85,0.77,0.67,0,0,0
"195",1273031,"2003-AUG-28",0,1,0.91,0.55,0.88,0.8,0.72
"196",1273031,"2018-JUL-08",1,1,0.91,0.56,0.79,0.72,0.78
"197",1279861,"2004-JUN-28",0,0.82,0.74,0.6,0,0,0
"198",1279861,"2017-JUL-22",1,0.83,0.76,0.62,0,0,0
"199",1279876,"2003-AUG-18",0,0,0,0,0,0,0
"200",1279961,"2000-JUL-28",0,0.46,0.42,0.63,0,0,0
"201",1279961,"2018-JUL-08",1,1.05,0.96,0.74,0.69,1,1.44
"202",1279966,"2003-JUL-15",0,1.01,0.63,0.89,1.15,0.83,1.37
"203",1279966,"2018-JUL-06",1,1.24,0.64,1.39,0,0,0
"204",1286741,"2003-JUL-22",0,1.26,0.78,1.01,0.69,1,0.43
"205",1286771,"2001-JUN-21",0,0,0,0,0,0,0
"206",1286771,"2014-JUL-22",1,0.25,0.35,0.37,0,0,0
"207",1286856,"2003-JUN-29",0,0.69,1,0.23,0,0,0
"208",1286856,"2019-SEP-06",1,0.68,0.98,0.22,0,0,0
"209",1293651,"2003-AUG-19",0,0,0,0,1.09,0.99,0.48
"210",1293651,"2017-AUG-21",1,0,0,0,1.15,0.83,1.06
"211",1293661,"2001-JUN-22",0,1,0.91,0.6,0,0,0
"212",1293661,"2014-JUL-24",1,1.03,0.94,0.64,0,0,0
"213",1293686,"2002-AUG-20",0,0.67,0.61,0.6,0.38,0.54,0.48
"214",1293686,"2018-JUL-24",1,0.64,0.59,0.57,0.56,0.81,0.48
"215",1293691,"2002-AUG-19",0,0,0,0,0,0,0
"216",1293691,"2014-AUG-29",1,0,0,0,0,0,0
"217",1293696,"2001-JUN-18",0,1.09,0.79,0.79,0.07,0.11,0.23
"218",1293696,"2014-AUG-28",1,0.93,0.85,0.53,0.11,0.16,0.27
"219",1300521,"2002-JUL-04",0,0.39,0.57,0.23,0,0,0
"220",1300581,"2001-JUN-13",0,0.38,0.54,0.36,0,0,0
"221",1300581,"2014-AUG-24",1,0.34,0.48,0.34,0.56,0.81,0.72
"222",1300611,"2001-JUL-29",0,0.61,0.88,0.3,0.16,0.23,0.3
"223",1300611,"2019-JUL-31",1,0.69,0.99,0.29,0,0,0
"224",1307371,"2003-JUL-25",0,0.79,0.72,0.55,0.47,0.68,0.42
"225",1307371,"2017-AUG-16",1,0.68,0.99,0.27,0.5,0.72,0.62
"226",1307391,"2002-JUL-01",0,1.03,0.94,0.87,0,0,0
"227",1307391,"2017-AUG-19",1,0.7,0.64,0.72,0.81,0.74,0.61
"228",1307401,"2001-AUG-28",0,0.98,0.89,0.6,0,0,0
"229",1307401,"2017-JUL-10",1,0.97,0.88,0.59,0,0,0
"230",1307441,"2004-JUN-26",0,0.76,0.7,0.48,0,0,0
"231",1307441,"2014-JUL-26",1,0.71,0.65,0.71,0.45,0.65,0.4
"232",1307451,"2001-JUN-15",0,1.05,0.96,1.24,0,0,0
"233",1307451,"2014-AUG-26",1,0.86,0.53,1.19,0.41,0.59,0.38
"234",1314251,"2003-JUL-23",0,0.99,0.9,0.76,0.36,0.52,0.35
"235",1314251,"2017-JUL-27",1,1.01,0.92,0.78,0.5,0.72,0.43
"236",1314286,"2002-JUN-28",0,0,0,0,0,0,0
"237",1314286,"2017-JUL-11",1,0,0,0,0,0,0
"238",1314291,"2002-JUN-27",0,0,0,0,0,0,0
"239",1314291,"2017-AUG-20",1,0,0,0,0,0,0
"240",1314311,"2002-AUG-12",0,0.63,0.91,0.29,0.74,0.67,0.96
"241",1314311,"2014-JUL-21",1,0,0,0,0,0,0
"242",1314351,"2002-AUG-14",0,0,0,0,0,0,0
"243",1314351,"2014-AUG-18",1,0,0,0,0,0,0
"244",1314356,"2002-AUG-13",0,0,0,0,0,0,0
"245",1314376,"2002-AUG-16",0,0.18,0.26,0.32,0.64,0.92,0.37
"246",1314376,"2014-AUG-23",1,0.17,0.24,0.31,0.61,0.88,0.43
"247",1321141,"2002-JUL-02",0,0.32,0.29,0.51,0,0,0
"248",1321206,"2004-AUG-24",0,1.04,0.94,0.66,0,0,0
"249",1321206,"2014-JUL-27",1,0.6,0.86,0.38,0.56,0.81,0.72
"250",1321236,"2003-JUL-14",0,0.22,0.32,0.28,0.56,0.81,0.72
"251",1321236,"2014-AUG-18",1,0.35,0.32,0.56,0,0,0
"252",1327976,"2004-JUL-02",0,1.38,0.86,1.12,0.86,0.78,0.78
"253",1327976,"2017-AUG-14",1,1.36,0.85,1.13,0,0,0
"254",1328041,"2003-SEP-04",0,0.49,0.71,0.23,0,0,0
"255",1328066,"2001-JUN-24",0,0,0,0,0.88,0.8,0.44
"256",1328066,"2014-AUG-12",1,0.78,0.71,0.54,0.81,0.74,0.59
"257",1328086,"2002-AUG-13",0,0.49,0.71,0.31,0.3,0.44,0.42
"258",1328086,"2014-JUL-19",1,0,0,0,0,0,0
"259",1328106,"2002-AUG-15",0,0.76,0.69,0.83,0,0,0
"260",1334886,"2003-SEP-09",0,1.28,0.93,0.87,1.3,0.94,1.02
"261",1334956,"2003-JUN-18",0,0.13,0.19,0.24,0,0,0
"262",1334956,"2014-AUG-14",1,0,0,0,0,0,0
"263",1334961,"2003-JUN-16",0,1.01,0.92,0.55,0.69,1,1.44
"264",1334961,"2014-JUL-20",1,0.62,0.89,0.39,0,0,0
"265",1334976,"2003-JUL-26",0,0.5,0.72,0.62,0,0,0
"266",1334976,"2014-JUL-18",1,0.26,0.37,0.38,0,0,0
"267",1334986,"2003-JUL-22",0,0.92,0.66,0.67,0.6,0.55,0.83
"268",1334986,"2014-AUG-09",1,0.75,0.54,0.81,0,0,0
"269",1335001,"2003-JUL-21",0,0.67,0.97,0.43,0,0,0
"270",1335001,"2014-AUG-17",1,0.69,1,0.48,0.5,0.72,0.62
"271",1341701,"2003-SEP-06",0,1.09,0.78,1.04,0,0,0
"272",1341751,"2003-JUL-28",0,0.62,0.56,0.52,0.62,0.57,0.5
"273",1341756,"2001-AUG-29",0,0.69,1,1.44,0,0,0
"274",1341776,"2003-JUL-27",0,0,0,0,0.59,0.85,0.35
"275",1341776,"2017-AUG-10",1,0,0,0,0.56,0.81,0.48
"276",1348646,"2003-JUL-26",0,1.21,0.87,1.04,0,0,0
"277",1348646,"2017-AUG-08",1,1.23,0.89,1.06,0.69,1,1.44
"278",1348666,"2005-JUN-27",0,0.67,0.97,0.33,0.3,0.43,0.23
"279",1348666,"2017-JUL-19",1,0.63,0.9,0.32,0,0,0
"280",1348741,"2003-JUL-18",0,0.69,1,0.3,0.08,0.12,0.24
"281",1348741,"2014-AUG-15",1,0.69,1,0.31,0,0,0
"282",1348746,"2003-JUN-24",0,1.26,0.79,1.14,0.22,0.32,0.35
"283",1348746,"2009-AUG-04",1,1.32,0.82,1.13,0.92,0.83,0.58
"284",1348746,"2014-JUL-16",2,1.49,0.83,1.46,0.82,0.75,0.8
"285",1348756,"2001-JUN-26",0,0,0,0,0,0,0
"286",1348756,"2014-AUG-30",2,0.36,0.52,0.35,0,0,0
