"","nfi_plot","loc_id","meas_num","species_num","genus","species","variety","percent","species_ltrel","meas_date","utm_n","utm_e"
"289",1335381,0,1,1,"PICE","GLA","",35.4,0.5,"2013-AUG-07",5620000,450000
"290",1342331,0,0,1,"PINU","BAN","",100,1,"2003-JUN-07",5500000,700000
"291",1342331,0,1,1,"PINU","BAN","",99.1,0.955,"2009-JUN-04",5500000,700000
"292",1342331,0,1,2,"POPU","TRE","",0.9,0.045,"2009-JUN-04",5500000,700000
"293",1342331,0,2,1,"PINU","BAN","",97.7,0.875,"2019-SEP-16",5500000,700000
"294",1342331,0,2,2,"POPU","TRE","",2.3,0.125,"2019-SEP-16",5500000,700000
"295",1342351,0,0,1,"PICE","MAR","",64.6,0.688,"2004-AUG-09",5470000,340000
"296",1342351,0,0,2,"LARI","LAR","",35.4,0.313,"2004-AUG-09",5470000,340000
"297",1342351,0,1,1,"PICE","MAR","",65.8,0.684,"2009-AUG-05",5470000,340000
"298",1342351,0,1,2,"LARI","LAR","",34.2,0.316,"2009-AUG-05",5470000,340000
"299",1342351,0,2,1,"PICE","MAR","",67.9,0.731,"2019-SEP-17",5470000,340000
"300",1342351,0,2,2,"LARI","LAR","",32.1,0.269,"2019-SEP-17",5470000,340000
"301",1349216,0,1,1,"POPU","TRE","",100,1,"2009-JUN-05",5470000,710000
"302",1349216,0,2,1,"POPU","TRE","",100,1,"2019-SEP-13",5470000,710000
"303",1356096,0,0,1,"POPU","TRE","",83.3,0.862,"2003-JUL-07",5460000,700000
"304",1356096,0,0,2,"POPU","BAL","",16.7,0.138,"2003-JUL-07",5460000,700000
"305",1356096,0,1,1,"POPU","TRE","",100,1,"2014-JUL-08",5460000,700000
"306",1356106,0,0,1,"PINU","BAN","",75.5,0.714,"2003-JUN-16",5440000,300000
"307",1356106,0,0,2,"BETU","PAP","",24.5,0.286,"2003-JUN-16",5440000,300000
"308",1356106,0,1,1,"PINU","BAN","",61.3,0.571,"2014-JUN-17",5440000,300000
"309",1356106,0,1,2,"BETU","PAP","",38.7,0.429,"2014-JUN-17",5440000,300000
