"","nfi_plot","loc_id","meas_num","species_num","genus","species","variety","percent","species_ltrel","meas_date","utm_n","utm_e"
"113",1280171,0,0,3,"BETU","PAP",NA,3,0.091,"2004-JUL-30",5990000,660000
"114",1280181,0,1,1,"PICE","MAR",NA,100,1,"2011-JUL-12",5980000,310000
"115",1280191,0,0,1,"POPU","TRE",NA,90,0.846,"2004-JUL-29",5970000,340000
"116",1280191,0,1,1,"POPU","TRE",NA,82.2,0.727,"2016-SEP-05",5970000,340000
"117",1280191,0,1,2,"PICE","MAR",NA,11.2,0.136,"2016-SEP-05",5970000,340000
"118",1280191,0,1,3,"BETU","PAP",NA,5,0.091,"2016-SEP-05",5970000,340000
"119",1280191,0,1,4,"POPU","BAL",NA,1.6,0.045,"2016-SEP-05",5970000,340000
"120",1280201,0,0,1,"POPU","BAL",NA,83,0.765,"2004-JUL-21",5960000,380000
"121",1280201,0,0,2,"POPU","TRE",NA,17,0.235,"2004-JUL-21",5960000,380000
"122",1280201,0,1,1,"POPU","BAL",NA,85.1,0.667,"2011-JUL-13",5960000,380000
"123",1280201,0,1,2,"POPU","TRE",NA,14.9,0.333,"2011-JUL-13",5960000,380000
"124",1280211,0,0,1,"POPU","TRE",NA,76.2,0.848,"2006-SEP-10",5940000,420000
"125",1280211,0,0,2,"PICE","GLA",NA,23.8,0.152,"2006-SEP-10",5940000,420000
"126",1280211,0,1,1,"POPU","TRE",NA,69.7,0.7,"2015-SEP-02",5940000,420000
"127",1280211,0,1,2,"PICE","GLA",NA,30.3,0.3,"2015-SEP-02",5940000,420000
"128",1280241,0,0,1,"POPU","TRE",NA,100,1,"2004-SEP-28",5910000,540000
"129",1280241,0,1,1,"POPU","TRE",NA,100,1,"2009-AUG-31",5910000,540000
"130",1280241,0,2,1,"POPU","TRE",NA,100,1,"2019-AUG-24",5910000,540000
"131",1280261,0,0,3,"SALI","SPP",NA,8.5,0.25,"2003-AUG-25",5880000,610000
"132",1280271,0,0,1,"PICE","MAR",NA,50.6,0.478,"2004-SEP-25",5870000,650000
"133",1280271,0,0,2,"PINU","BAN",NA,41.5,0.435,"2004-SEP-25",5870000,650000
"134",1280271,0,0,3,"LARI","LAR",NA,7.9,0.087,"2004-SEP-25",5870000,650000
"135",1280271,0,1,1,"PINU","BAN",NA,48.6,0.5,"2013-AUG-30",5870000,650000
"136",1280271,0,1,2,"PICE","MAR",NA,41.6,0.4,"2013-AUG-30",5870000,650000
"137",1280271,0,1,3,"LARI","LAR",NA,9.8,0.1,"2013-AUG-30",5870000,650000
"138",1293921,0,0,3,"PICE","MAR",NA,2,0.036,"2006-SEP-18",5960000,610000
"139",1293921,0,1,3,"PICE","MAR",NA,2.8,0.036,"2014-AUG-06",5960000,610000
"140",1293931,0,0,3,"PINU","BAN",NA,13.6,0.113,"2004-JUL-19",5950000,650000
"141",1293931,0,1,1,"PICE","GLA",NA,51,0.48,"2012-AUG-04",5950000,650000
"142",1293931,0,1,2,"PICE","MAR",NA,41.8,0.467,"2012-AUG-04",5950000,650000
"143",1293931,0,1,3,"PINU","BAN",NA,7.2,0.053,"2012-AUG-04",5950000,650000
"144",1294021,0,0,1,"PICE","MAR",NA,56.7,0.75,"2003-SEP-04",5850000,600000
"145",1294021,0,0,2,"LARI","LAR",NA,43.3,0.25,"2003-SEP-04",5850000,600000
"146",1294021,0,1,1,"PICE","MAR",NA,92.6,0.75,"2013-AUG-28",5850000,600000
"147",1294021,0,1,2,"LARI","LAR",NA,7.4,0.25,"2013-AUG-28",5850000,600000
"148",1294041,0,1,1,"PICE","GLA",NA,60.7,0.8,"2013-AUG-29",5820000,680000
"149",1294041,0,1,2,"POPU","TRE",NA,39.3,0.2,"2013-AUG-29",5820000,680000
"150",1294051,0,0,1,"POPU","BAL",NA,100,1,"2004-SEP-25",5810000,310000
"151",1294051,0,1,1,"POPU","BAL",NA,90.5,0.844,"2017-OCT-04",5810000,710000
"152",1294051,0,1,2,"PICE","MAR",NA,8.1,0.133,"2017-OCT-04",5810000,710000
"153",1294051,0,1,3,"PICE","SPP",NA,1.3,0.022,"2017-OCT-04",5810000,710000
"154",1307731,0,0,1,"POPU","TRE",NA,91.7,0.952,"2003-SEP-30",5870000,400000
"155",1307731,0,0,2,"PICE","GLA",NA,8.3,0.048,"2003-SEP-30",5870000,400000
"156",1307731,0,1,1,"POPU","TRE",NA,85.3,0.944,"2015-AUG-28",5870000,400000
"157",1307731,0,1,2,"PICE","GLA",NA,14.7,0.056,"2015-AUG-28",5870000,400000
"158",1321581,0,0,1,"POPU","TRE",NA,90.7,0.647,"2003-SEP-05",5720000,310000
"159",1321581,0,0,2,"SALI","SPP",NA,6.1,0.235,"2003-SEP-05",5720000,310000
"160",1321581,0,0,3,"POPU","BAL",NA,3.2,0.118,"2003-SEP-05",5720000,310000
"161",1321581,0,1,1,"POPU","TRE",NA,86.1,0.7,"2013-AUG-26",5720000,310000
"162",1321581,0,1,2,"POPU","BAL",NA,12,0.2,"2013-AUG-26",5720000,310000
"163",1321581,0,1,3,"BETU","PAP",NA,1.8,0.1,"2013-AUG-26",5720000,310000
